idx	 fname	 condition	 t	 tier1	 tier2	 tier3	 tier4	 n_speakers
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	0	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	1	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	2	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	3	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	4	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	5	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	6	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	7	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	8	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	9	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	10	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	11	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	12	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	13	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	14	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	15	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	16	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	17	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	18	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	19	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	20	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	21	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	22	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	23	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	24	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	25	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	26	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	27	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	28	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	29	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	30	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	31	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	32	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	33	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	34	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	35	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	36	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	37	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	38	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	39	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	40	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	41	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	42	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	43	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	44	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	45	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	46	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	47	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	48	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	49	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	50	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	51	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	52	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	53	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	54	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	55	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	56	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	57	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	58	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	59	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	60	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	61	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	62	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	63	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	64	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	65	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	66	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	67	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	68	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	69	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	70	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	71	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	72	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	73	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	74	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	75	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	76	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	77	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	78	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	79	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	80	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	81	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	82	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	83	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	84	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	85	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	86	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	87	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	88	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	89	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	90	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	91	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	92	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	93	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	94	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	95	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	96	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	97	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	98	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	99	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	100	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	101	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	102	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	103	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	104	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	105	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	106	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	107	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	108	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	109	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	110	0	0	0	0	0
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	111	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	112	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	113	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	114	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	115	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	116	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	117	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	118	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	119	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	120	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	121	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	122	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	123	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	124	1	0	0	0	1
20240319123833	 2024.03.19_12.38_33-004.zo.txt	s_A4F0.87B0.97T0.8H_17108481111	125	1	0	0	0	1
