"default","",251.85,251850,252.23,252230,0.38,380,"BEGIN"
"default","",289.48,289480,292.07,292070,2.59,2590,"default"
"default","",1466.42,1466420,1470.01,1470010,3.59,3590,"default"
"default","",1518.33,1518330,1520.16,1520160,1.83,1830,"default"
"default","",2018.483,2018483,2019.463,2019463,0.98,980,"END"
"osoba1","",264.72,264720,265.618,265618,0.898,898,"osoba1"
"osoba1","",267.132,267132,267.88,267880,0.748,748,"osoba1"
"osoba1","",272.876,272876,279.5,279500,6.624,6624,"osoba1"
"osoba1","",284.543,284543,286.004,286004,1.461,1461,"osoba1"
"osoba1","",295.817,295817,296.279,296279,0.462,462,"osoba1"
"osoba1","",314.254,314254,315.739,315739,1.485,1485,"osoba1"
"osoba1","",338.185,338185,338.475,338475,0.29,290,"osoba1"
"osoba1","",343.818,343818,343.933,343933,0.115,115,"osoba1"
"osoba1","",407.638,407638,407.979,407979,0.341,341,"osoba1"
"osoba1","",409.658,409658,415.019,415019,5.361,5361,"osoba1"
"osoba1","",416.056,416056,417.989,417989,1.933,1933,"osoba1"
"osoba1","",419.777,419777,429.847,429847,10.07,10070,"osoba1"
"osoba1","",446.594,446594,446.981,446981,0.387,387,"osoba1"
"osoba1","",448.488,448488,454.921,454921,6.433,6433,"osoba1"
"osoba1","",458.194,458194,463.41,463410,5.216,5216,"osoba1 osoba1"
"osoba1","",464.75,464750,466.04,466040,1.29,1290,"osoba1 osoba1"
"osoba1","",477.494,477494,484.386,484386,6.892,6892,"osoba1 osoba1"
"osoba1","",485.753,485753,490.051,490051,4.298,4298,"osoba1"
"osoba1","",492.035,492035,493.51,493510,1.475,1475,"osoba1"
"osoba1","",496.975,496975,506.822,506822,9.847,9847,"osoba1"
"osoba1","",507.933,507933,508.257,508257,0.324,324,"osoba1"
"osoba1","",519.899,519899,521.273,521273,1.374,1374,"osoba1"
"osoba1","",528.293,528293,535.861,535861,7.568,7568,"osoba1"
"osoba1","",539.132,539132,542.598,542598,3.466,3466,"osoba1"
"osoba1","",566.216,566216,572.46,572460,6.244,6244,"osoba1"
"osoba1","",575.966,575966,578.268,578268,2.302,2302,"osoba1"
"osoba1","",579.466,579466,580.903,580903,1.437,1437,"osoba1"
"osoba1","",598.395,598395,600.339,600339,1.944,1944,"osoba1"
"osoba1","",604.33,604330,605.347,605347,1.017,1017,"osoba1"
"osoba1","",610.845,610845,612.427,612427,1.582,1582,"osoba1"
"osoba1","",617.617,617617,619.242,619242,1.625,1625,"osoba1"
"osoba1","",620.396,620396,621.011,621011,0.615,615,"osoba1"
"osoba1","",622.6,622600,624.24,624240,1.64,1640,"osoba1"
"osoba1","",629.264,629264,629.964,629964,0.7,700,"osoba1"
"osoba1","",631.967,631967,632.544,632544,0.577,577,"osoba1"
"osoba1","",654.959,654959,655.076,655076,0.117,117,"osoba1"
"osoba1","",664.653,664653,666.24,666240,1.587,1587,"osoba1"
"osoba1","",677.214,677214,677.847,677847,0.633,633,"osoba1"
"osoba1","",682.852,682852,683.973,683973,1.121,1121,"osoba1"
"osoba1","",697.905,697905,698.115,698115,0.21,210,"osoba1"
"osoba1","",730.807,730807,732.276,732276,1.469,1469,"osoba1"
"osoba1","",741.028,741028,743.489,743489,2.461,2461,"osoba1"
"osoba1","",744.92,744920,746.021,746021,1.101,1101,"osoba1"
"osoba1","",749.805,749805,751.289,751289,1.484,1484,"osoba1"
"osoba1","",754.921,754921,756.841,756841,1.92,1920,"osoba1"
"osoba1","",759.133,759133,761.884,761884,2.751,2751,"osoba1"
"osoba1","",764.181,764181,765.69,765690,1.509,1509,"osoba1"
"osoba1","",767.268,767268,768.659,768659,1.391,1391,"osoba1"
"osoba1","",772.157,772157,774.482,774482,2.325,2325,"osoba1"
"osoba1","",780.992,780992,781.49,781490,0.498,498,"osoba1"
"osoba1","",785.362,785362,789.138,789138,3.776,3776,"osoba1"
"osoba1","",793.426,793426,795.424,795424,1.998,1998,"osoba1"
