"""default""","",00:02:36.004,156.004,00:02:37.004,157.004,00:00:01.000,1.0,"""BEGIN"""
"""default""","",00:04:31.340,271.34,00:04:56.914,296.914,00:00:25.574,25.574,"""DEFAULT"""
"""default""","",00:29:52.880,1792.88,00:30:01.442,1801.442,00:00:08.562,8.562,"""DEFAULT"""
"""default""","",00:32:30.807,1950.807,00:32:31.807,1951.807,00:00:01.000,1.0,"""END"""
"""""""osoba1""""""","",00:02:09.391,129.391,00:02:09.493,129.493,00:00:00.102,0.102,"""""""osoba1"""""""
"""""""osoba1""""""","",00:02:40.600,160.6,00:02:41.690,161.69,00:00:01.090,1.09,"""""""osoba1"""""""
"""""""osoba1""""""","",00:03:01.180,181.18,00:03:10.330,190.33,00:00:09.150,9.15,"""""""osoba1 osoba1"""""""
"""""""osoba1""""""","",00:03:48.460,228.46,00:03:51.240,231.24,00:00:02.780,2.78,"""""""osoba1"""""""
"""""""osoba1""""""","",00:03:52.350,232.35,00:03:52.710,232.71,00:00:00.360,0.36,"""""""osoba1"""""""
"""""""osoba1""""""","",00:03:53.950,233.95,00:04:07.690,247.69,00:00:13.740,13.74,"""""""osoba1"""""""
"""""""osoba1""""""","",00:04:08.850,248.85,00:04:21.740,261.74,00:00:12.890,12.89,"""""""osoba1"""""""
"""""""osoba1""""""","",00:04:22.800,262.8,00:04:25.060,265.06,00:00:02.260,2.26,"""""""osoba1"""""""
"""""""osoba1""""""","",00:06:03.520,363.52,00:06:51.120,411.12,00:00:47.600,47.6,"""""""osoba1"""""" """"""osoba1"""""""
"""""""osoba1""""""","",00:06:52.190,412.19,00:07:13.140,433.14,00:00:20.950,20.95,"""""""osoba1"""""" """"""osoba1"""""""
"""""""osoba1""""""","",00:07:14.220,434.22,00:07:23.900,443.9,00:00:09.680,9.68,"""""""osoba1"""""""
"""""""osoba1""""""","",00:07:24.870,444.87,00:07:26.200,446.2,00:00:01.330,1.33,"""""""osoba1"""""""
"""""""osoba1""""""","",00:07:44.110,464.11,00:07:46.730,466.73,00:00:02.620,2.62,"""""""osoba1"""""""
"""""""osoba1""""""","",00:08:32.140,512.14,00:08:37.710,517.71,00:00:05.570,5.57,"""""""osoba1"""""""
"""""""osoba1""""""","",00:08:38.470,518.47,00:08:50.630,530.63,00:00:12.160,12.16,"""""""osoba1"""""""
"""""""osoba1""""""","",00:08:51.600,531.6,00:08:59.890,539.89,00:00:08.290,8.29,"""""""osoba1"""""""
"""""""osoba1""""""","",00:09:00.950,540.95,00:09:10.110,550.11,00:00:09.160,9.16,"""""""osoba1"""""""
"""""""osoba1""""""","",00:09:10.930,550.93,00:09:20.920,560.92,00:00:09.990,9.99,"""""""osoba1"""""""
"""""""osoba1""""""","",00:09:51.380,591.38,00:10:08.300,608.3,00:00:16.920,16.92,"""""""osoba1"""""" """"""osoba1"""""""
"""""""osoba1""""""","",00:10:09.440,609.44,00:10:30.930,630.93,00:00:21.490,21.49,"""""""osoba1"""""" """"""osoba1"""""" """"""osoba1"""""""
"""""""osoba1""""""","",00:10:32.130,632.13,00:10:32.980,632.98,00:00:00.850,0.85,"""""""osoba1"""""""
"""""""osoba1""""""","",00:13:28.720,808.72,00:13:46.910,826.91,00:00:18.190,18.19,"""""""osoba1"""""" """"""osoba1"""""" """"""osoba1"""""""
"""""""osoba1""""""","",00:13:47.850,827.85,00:13:56.670,836.67,00:00:08.820,8.82,"""""""osoba1"""""""
