"""default""","",101200,102200,1000,"""BEGIN"""
"""default""","",1933862,1934275,413,"""END"""
"""osoba1""","",104155,104561,406,"""osoba1"""
"""osoba1""","",124535,124889,354,"""osoba1"""
"""osoba1""","",127416,127817,401,"""osoba1"""
"""osoba1""","",151839,152623,784,"""osoba1"""
"""osoba1""","",174336,174824,488,"""osoba1"""
"""osoba1""","",186148,186289,141,"""osoba1"""
"""osoba1""","",217723,220389,2666,"""osoba1"""
"""osoba1""","",221606,221726,120,"""osoba1"""
"""osoba1""","",222877,223879,1002,"""osoba1"""
"""osoba1""","",224942,225589,647,"""osoba1"""
"""osoba1""","",230007,230319,312,"""osoba1"""
"""osoba1""","",246201,246417,216,"""osoba1"""
"""osoba1""","",260357,260635,278,"""osoba1"""
"""osoba1""","",263069,263296,227,"""osoba1"""
"""osoba1""","",286427,287321,894,"""osoba1"""
"""osoba1""","",313678,315212,1534,"""osoba1"""
"""osoba1""","",318799,320023,1224,"""osoba1"""
"""osoba1""","",323190,324097,907,"""osoba1"""
"""osoba1""","",326007,326350,343,"""osoba1"""
"""osoba1""","",327701,329071,1370,"""osoba1"""
"""osoba1""","",330178,330330,152,"""osoba1"""
"""osoba1""","",332897,333991,1094,"""osoba1"""
"""osoba1""","",336983,337195,212,"""osoba1"""
"""osoba1""","",345566,345748,182,"""osoba1"""
"""osoba1""","",398475,398716,241,"""osoba1"""
"""osoba1""","",405748,406250,502,"""osoba1"""
"""osoba1""","",408668,408882,214,"""osoba1"""
"""osoba1""","",417238,420314,3076,"""osoba1"""
"""osoba1""","",425081,425189,108,"""osoba1"""
"""osoba1""","",489525,489973,448,"""osoba1"""
"""osoba1""","",492414,493172,758,"""osoba1"""
"""osoba1""","",516531,516972,441,"""osoba1"""
"""osoba1""","",518746,519027,281,"""osoba1"""
"""osoba1""","",523923,524326,403,"""osoba1"""
"""osoba1""","",528165,528803,638,"""osoba1"""
"""osoba1""","",531879,532859,980,"""osoba1"""
"""osoba1""","",537606,543182,5576,"""osoba1"""
"""osoba1""","",544596,544955,359,"""osoba1"""
"""osoba1""","",546800,547898,1098,"""osoba1"""
"""osoba1""","",633386,633553,167,"""osoba1"""
"""osoba1""","",759417,759951,534,"""osoba1"""
"""osoba1""","",814963,817520,2557,"""osoba1"""
"""osoba1""","",821492,821818,326,"""osoba1"""
"""osoba1""","",836922,838584,1662,"""osoba1"""
"""osoba1""","",841717,843575,1858,"""osoba1"""
"""osoba1""","",845255,848698,3443,"""osoba1"""
"""osoba1""","",854959,856039,1080,"""osoba1"""
"""osoba1""","",859733,859998,265,"""osoba1"""
"""osoba1""","",862239,870868,8629,"""osoba1"""
"""osoba1""","",872415,876201,3786,"""osoba1"""
"""osoba1""","",879139,879425,286,"""osoba1"""
"""osoba1""","",881067,881276,209,"""osoba1"""
"""osoba1""","",883369,883474,105,"""osoba1"""
"""osoba1""","",884487,885502,1015,"""osoba1"""
