"default"		00:01:49.490	109.49	00:01:49.750	109.75	00:00:00.260	0.26	"BEGIN"
"default"		00:32:14.660	1934.66	00:32:15.040	1935.04	00:00:00.380	0.38	"END"
"""osoba1"""		00:01:27.522	87.522	00:01:27.847	87.847	00:00:00.325	0.325	"""osoba1"""
"""osoba1"""		00:01:53.104	113.104	00:01:56.513	116.513	00:00:03.409	3.409	"""osoba1"""
"""osoba1"""		00:02:04.827	124.827	00:02:07.768	127.768	00:00:02.941	2.941	"""osoba1"""
"""osoba1"""		00:02:10.972	130.972	00:02:14.589	134.589	00:00:03.617	3.617	"""osoba1"""
"""osoba1"""		00:02:18.640	138.64	00:02:20.830	140.83	00:00:02.190	2.19	"""osoba1"""
"""osoba1"""		00:02:21.719	141.719	00:02:25.773	145.773	00:00:04.054	4.054	"""osoba1"""
"""osoba1"""		00:02:26.895	146.895	00:02:28.424	148.424	00:00:01.529	1.529	"""osoba1"""
"""osoba1"""		00:02:30.100	150.1	00:02:38.959	158.959	00:00:08.859	8.859	"""osoba1"""
"""osoba1"""		00:02:42.367	162.367	00:02:45.027	165.027	00:00:02.660	2.66	"""osoba1"""
"""osoba1"""		00:02:47.084	167.084	00:02:48.120	168.12	00:00:01.036	1.036	"""osoba1"""
"""osoba1"""		00:02:53.157	173.157	00:03:01.830	181.83	00:00:08.673	8.673	"""osoba1"""
"""osoba1"""		00:03:26.373	206.373	00:03:28.174	208.174	00:00:01.801	1.801	"""osoba1"""
"""osoba1"""		00:03:45.360	225.36	00:03:47.240	227.24	00:00:01.880	1.88	"""osoba1"""
"""osoba1"""		00:03:50.870	230.87	00:03:55.784	235.784	00:00:04.914	4.914	"""osoba1"""
"""osoba1"""		00:04:21.590	261.59	00:04:24.849	264.849	00:00:03.259	3.259	"""osoba1"""
"""osoba1"""		00:04:26.439	266.439	00:04:26.814	266.814	00:00:00.375	0.375	"""osoba1"""
"""osoba1"""		00:04:39.910	279.91	00:04:40.293	280.293	00:00:00.383	0.383	"osoba1"
"""osoba1"""		00:04:51.478	291.478	00:04:52.065	292.065	00:00:00.587	0.587	"""osoba1"""
"""osoba1"""		00:04:58.804	298.804	00:04:58.974	298.974	00:00:00.170	0.17	"""osoba1"""
"""osoba1"""		00:05:09.430	309.43	00:05:09.880	309.88	00:00:00.450	0.45	"""osoba1"""
"""osoba1"""		00:05:16.213	316.213	00:05:20.650	320.65	00:00:04.437	4.437	"""osoba1"""
"""osoba1"""		00:05:21.992	321.992	00:05:22.400	322.4	00:00:00.408	0.408	"""osoba1"""
"""osoba1"""		00:05:23.206	323.206	00:05:23.580	323.58	00:00:00.374	0.374	"""osoba1"""
"""osoba1"""		00:05:26.230	326.23	00:05:27.290	327.29	00:00:01.060	1.06	"""osoba1"""
"""osoba1"""		00:05:28.390	328.39	00:05:29.110	329.11	00:00:00.720	0.72	"""osoba1"""
"""osoba1"""		00:05:38.430	338.43	00:05:38.610	338.61	00:00:00.180	0.18	"""osoba1"""
"""osoba1"""		00:05:41.399	341.399	00:05:43.038	343.038	00:00:01.639	1.639	"""osoba1"""
"""osoba1"""		00:05:47.799	347.799	00:05:52.070	352.07	00:00:04.271	4.271	"""osoba1"""
"""osoba1"""		00:06:06.154	366.154	00:06:07.200	367.2	00:00:01.046	1.046	"""osoba1"""
"""osoba1"""		00:06:27.218	387.218	00:06:27.712	387.712	00:00:00.494	0.494	"""osoba1"""
"""osoba1"""		00:06:43.273	403.273	00:06:44.470	404.47	00:00:01.197	1.197	"""osoba1"""
"""osoba1"""		00:06:51.964	411.964	00:06:53.735	413.735	00:00:01.771	1.771	"""osoba1"""
"""osoba1"""		00:06:54.710	414.71	00:06:57.300	417.3	00:00:02.590	2.59	"""osoba1"""
"""osoba1"""		00:06:58.880	418.88	00:07:05.330	425.33	00:00:06.450	6.45	"""osoba1"""
"""osoba1"""		00:07:08.627	428.627	00:07:09.208	429.208	00:00:00.581	0.581	"osoba1"
"""osoba1"""		00:07:13.890	433.89	00:07:19.641	439.641	00:00:05.751	5.751	"""osoba1"""
"""osoba1"""		00:07:24.330	444.33	00:07:24.637	444.637	00:00:00.307	0.307	"""osoba1"""
"""osoba1"""		00:07:26.100	446.1	00:07:26.420	446.42	00:00:00.320	0.32	"""osoba1"""
"""osoba1"""		00:07:28.930	448.93	00:07:32.580	452.58	00:00:03.650	3.65	"""osoba1"""
"""osoba1"""		00:07:39.847	459.847	00:07:44.160	464.16	00:00:04.313	4.313	"""osoba1"""
"""osoba1"""		00:07:46.110	466.11	00:07:50.000	470.0	00:00:03.890	3.89	"""osoba1"""
"""osoba1"""		00:08:10.490	490.49	00:08:16.692	496.692	00:00:06.202	6.202	"""osoba1"""
