"default","",103.99,103990,104.95,104950,0.96,960,"BEGIN"
"default","",544.64,544640,562.5,562500,17.86,17860,"default"
"default","",1995.59,1995590,1996.64,1996640,1.05,1050,"END"
"osoba1","",105.018,105018,105.787,105787,0.769,769,"osoba1"
"osoba1","",108.687,108687,113.078,113078,4.391,4391,"osoba1"
"osoba1","",115.657,115657,116.232,116232,0.575,575,"osoba1"
"osoba1","",127.347,127347,127.568,127568,0.221,221,"osoba1"
"osoba1","",138.022,138022,140.173,140173,2.151,2151,"osoba1"
"osoba1","",144.791,144791,145.068,145068,0.277,277,"osoba1"
"osoba1","",166.249,166249,169.032,169032,2.783,2783,"osoba1"
"osoba1","",185.479,185479,186.305,186305,0.826,826,"osoba1"
"osoba1","",192.702,192702,200.29,200290,7.588,7588,"osoba1"
"osoba1","",204.302,204302,206.094,206094,1.792,1792,"osoba1"
"osoba1","",211.45,211450,211.698,211698,0.248,248,"osoba1"
"osoba1","",216.052,216052,220.289,220289,4.237,4237,"osoba1"
"osoba1","",225.77,225770,228.242,228242,2.472,2472,"osoba1"
"osoba1","",230.577,230577,248.063,248063,17.486,17486,"osoba1 osoba1 osoba1"
"osoba1","",258.321,258321,258.883,258883,0.562,562,"osoba1"
"osoba1","",261.048,261048,271.133,271133,10.085,10085,"osoba1"
"osoba1","",273.345,273345,274.702,274702,1.357,1357,"osoba1"
"osoba1","",277.285,277285,280.43,280430,3.145,3145,"osoba1"
"osoba1","",284.337,284337,289.259,289259,4.922,4922,"osoba1 osoba1"
"osoba1","",309.287,309287,316.861,316861,7.574,7574,"osoba1 osoba1"
"osoba1","",318.889,318889,320.926,320926,2.037,2037,"osoba1"
"osoba1","",334.562,334562,335.473,335473,0.911,911,"osoba1"
"osoba1","",339.403,339403,339.546,339546,0.143,143,"osoba1"
"osoba1","",348.1,348100,348.748,348748,0.648,648,"osoba1"
"osoba1","",355.159,355159,355.562,355562,0.403,403,"osoba1"
"osoba1","",357.627,357627,381.25,381250,23.623,23623,"osoba1 osoba1 osoba1"
"osoba1","",382.966,382966,389.785,389785,6.819,6819,"osoba1"
"osoba1","",391.019,391019,393.951,393951,2.932,2932,"osoba1"
"osoba1","",399.48,399480,400.054,400054,0.574,574,"osoba1"
"osoba1","",406.538,406538,409.819,409819,3.281,3281,"osoba1"
"osoba1","",416.253,416253,416.362,416362,0.109,109,"osoba1"
"osoba1","",418.733,418733,423.251,423251,4.518,4518,"osoba1"
"osoba1","",426.815,426815,432.34,432340,5.525,5525,"osoba1"
"osoba1","",435.968,435968,436.301,436301,0.333,333,"osoba1"
"osoba1","",518.36,518360,519.255,519255,0.895,895,"osoba1"
"osoba1","",522.925,522925,523.431,523431,0.506,506,"osoba1"
"osoba1","",527.434,527434,529.649,529649,2.215,2215,"osoba1"
"osoba1","",533.206,533206,537.443,537443,4.237,4237,"osoba1"
"osoba1","",539.379,539379,540.897,540897,1.518,1518,"osoba1"
"osoba1","",570.772,570772,571.049,571049,0.277,277,"osoba1"
"osoba1","",574.373,574373,574.509,574509,0.136,136,"osoba1"
"osoba1","",584.775,584775,585.987,585987,1.212,1212,"osoba1"
"osoba1","",593.714,593714,595.001,595001,1.287,1287,"osoba1"
"osoba1","",631.321,631321,633.695,633695,2.374,2374,"osoba1"
"osoba1","",652.522,652522,652.97,652970,0.448,448,"osoba1"
"osoba1","",659.676,659676,659.823,659823,0.147,147,"osoba1"
"osoba1","",673.973,673973,674.27,674270,0.297,297,"osoba1"
"osoba1","",693.547,693547,693.972,693972,0.425,425,"osoba1"
"osoba1","",696.086,696086,697.418,697418,1.332,1332,"osoba1"
"osoba1","",698.791,698791,708.556,708556,9.765,9765,"osoba1"
"osoba1","",711.857,711857,712.29,712290,0.433,433,"osoba1"
"osoba1","",713.36,713360,714.288,714288,0.928,928,"osoba1"
"osoba1","",716.377,716377,718.212,718212,1.835,1835,"osoba1"
"osoba1","",720.12,720120,722.052,722052,1.932,1932,"osoba1"
"osoba1","",723.447,723447,726.641,726641,3.194,3194,"osoba1"
"osoba1","",729.371,729371,729.854,729854,0.483,483,"osoba1"
"osoba1","",776.265,776265,778.438,778438,2.173,2173,"osoba1"
"osoba1","",789.926,789926,790.196,790196,0.27,270,"osoba1"
"osoba1","",795.787,795787,798.022,798022,2.235,2235,"osoba1"
"osoba1","",806.611,806611,807.361,807361,0.75,750,"osoba1"
"osoba1","",808.495,808495,813.401,813401,4.906,4906,"osoba1"
"osoba1","",830.16,830160,830.333,830333,0.173,173,"osoba1"
"osoba1","",832.675,832675,838.154,838154,5.479,5479,"osoba1"
"osoba1","",845.012,845012,845.259,845259,0.247,247,"osoba1"
"osoba1","",848.896,848896,849.728,849728,0.832,832,"osoba1"
"osoba1","",851.655,851655,851.805,851805,0.15,150,"osoba1"
"osoba1","",855.957,855957,857.58,857580,1.623,1623,"osoba1"
"osoba1","",863.831,863831,865.552,865552,1.721,1721,"osoba1"
"osoba1","",868.126,868126,870.884,870884,2.758,2758,"osoba1"
"osoba1","",880.776,880776,881.954,881954,1.178,1178,"osoba1"
"osoba1","",894.246,894246,902.961,902961,8.715,8715,"osoba1"
"osoba1","",926.782,926782,927.435,927435,0.653,653,"osoba1"
"osoba1","",958.039,958039,958.172,958172,0.133,133,"osoba1"
"osoba1","",961.047,961047,969.629,969629,8.582,8582,"osoba1 osoba1"
"osoba1","",975.641,975641,975.932,975932,0.291,291,"osoba1"
"osoba1","",978.337,978337,979.145,979145,0.808,808,"osoba1"
"osoba1","",985.199,985199,986.652,986652,1.453,1453,"osoba1"
"osoba1","",990.574,990574,993.423,993423,2.849,2849,"osoba1"
"osoba1","",998.512,998512,998.732,998732,0.22,220,"osoba1"
"osoba1","",1003.295,1003295,1011.711,1011711,8.416,8416,"osoba1 osoba1"
"osoba1","",1030.314,1030314,1031.417,1031417,1.103,1103,"osoba1"
"osoba1","",1036.916,1036916,1056.596,1056596,19.68,19680,"osoba1 osoba1 osoba1"
"osoba1","",1061.007,1061007,1081.033,1081033,20.026,20026,"osoba1 osoba1"
"osoba1","",1086.171,1086171,1089.257,1089257,3.086,3086,"osoba1"
"osoba1","",1149.278,1149278,1150.04,1150040,0.762,762,"osoba1"
"osoba1","",1165.338,1165338,1173.261,1173261,7.923,7923,"osoba1"
"osoba1","",1179.206,1179206,1179.319,1179319,0.113,113,"osoba1"
"osoba1","",1184.012,1184012,1184.973,1184973,0.961,961,"osoba1"
"osoba1","",1203.481,1203481,1203.711,1203711,0.23,230,"osoba1"
"osoba1","",1230.621,1230621,1231.408,1231408,0.787,787,"osoba1"
"osoba1","",1266.863,1266863,1280.389,1280389,13.526,13526,"osoba1 osoba1"
"osoba1","",1281.804,1281804,1283.292,1283292,1.488,1488,"osoba1"
"osoba1","",1284.739,1284739,1287.018,1287018,2.279,2279,"osoba1"
"osoba1","",1408.825,1408825,1409.55,1409550,0.725,725,"osoba1"
"osoba1","",1410.597,1410597,1411.333,1411333,0.736,736,"osoba1"
"osoba1","",1414.937,1414937,1415.259,1415259,0.322,322,"osoba1"
