"""default""","",00:03:05.820,185.82,00:03:06.820,186.82,00:00:01.000,1.0,"""BEGIN"""
"""default""","",00:28:03.325,1683.325,00:28:05.309,1685.309,00:00:01.984,1.984,"""DEFAULT"""
"""default""","",00:32:46.603,1966.603,00:32:47.603,1967.603,00:00:01.000,1.0,"""END"""
"""""""""""""""osoba1""""""""""""""","",00:06:24.511,384.511,00:06:53.441,413.441,00:00:28.930,28.93,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:06:54.936,414.936,00:07:23.316,443.316,00:00:28.380,28.38,"""osoba1"""
"""""""""""""""osoba1""""""""""""""","",00:07:24.749,444.749,00:07:25.856,445.856,00:00:01.107,1.107,"""osoba1"""
"""""""""""""""osoba1""""""""""""""","",00:07:27.358,447.358,00:07:30.348,450.348,00:00:02.990,2.99,"""osoba1"""
"""""""""""""""osoba1""""""""""""""","",00:07:33.159,453.159,00:07:42.112,462.112,00:00:08.953,8.953,"""osoba1"""
"""""""""""""""osoba1""""""""""""""","",00:08:05.616,485.616,00:08:06.908,486.908,00:00:01.292,1.292,"""osoba1"""
"""""""""""""""osoba1""""""""""""""","",00:08:09.583,489.583,00:08:38.533,518.533,00:00:28.950,28.95,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:08:39.515,519.515,00:08:41.699,521.699,00:00:02.184,2.184,"""osoba1"""
"""""""""""""""osoba1""""""""""""""","",00:09:06.670,546.67,00:09:17.524,557.524,00:00:10.854,10.854,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:09:18.524,558.524,00:09:27.266,567.266,00:00:08.742,8.742,"""osoba1"""
"""""""""""""""osoba1""""""""""""""","",00:09:58.799,598.799,00:10:00.594,600.594,00:00:01.795,1.795,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:10:10.146,610.146,00:10:10.641,610.641,00:00:00.495,0.495,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:10:12.709,612.709,00:10:13.315,613.315,00:00:00.606,0.606,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:10:14.299,614.299,00:10:35.405,635.405,00:00:21.106,21.106,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:10:50.305,650.305,00:10:52.317,652.317,00:00:02.012,2.012,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:10:59.911,659.911,00:11:00.288,660.288,00:00:00.377,0.377,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:11:15.152,675.152,00:11:15.399,675.399,00:00:00.247,0.247,"""""""""""""""osoba1"""""""""""" """
"""""""""""""""osoba1""""""""""""""","",00:11:29.576,689.576,00:11:44.182,704.182,00:00:14.606,14.606,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:11:47.846,707.846,00:11:59.152,719.152,00:00:11.306,11.306,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:12:16.670,736.67,00:12:17.111,737.111,00:00:00.441,0.441,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:12:45.746,765.746,00:12:46.331,766.331,00:00:00.585,0.585,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:12:49.655,769.655,00:12:52.152,772.152,00:00:02.497,2.497,""" """"""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:12:57.158,777.158,00:13:01.823,781.823,00:00:04.665,4.665,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:13:11.320,791.32,00:13:13.400,793.4,00:00:02.080,2.08,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:13:34.670,814.67,00:13:36.329,816.329,00:00:01.659,1.659,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:15:22.317,922.317,00:15:56.829,956.829,00:00:34.512,34.512,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:16:10.539,970.539,00:16:10.701,970.701,00:00:00.162,0.162,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:16:16.064,976.064,00:16:35.452,995.452,00:00:19.388,19.388,"""""""""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:16:57.011,1017.011,00:16:57.282,1017.282,00:00:00.271,0.271,""" """"""""""""osoba1"""""""""""""""
"""""""""""""""osoba1""""""""""""""","",00:17:02.180,1022.18,00:17:02.700,1022.7,00:00:00.520,0.52,"""osoba1"""
