"default","",104.826,104826,105.736,105736,0.91,910,"begin"
"default","",1998.61,1998610,1999.64,1999640,1.03,1030,"END"
"osoba1","",158.237,158237,163.191,163191,4.954,4954,"osoba1"
"osoba1","",166.91,166910,167.382,167382,0.472,472,"osoba1"
"osoba1","",168.891,168891,171.033,171033,2.142,2142,"osoba1"
"osoba1","",175.016,175016,175.787,175787,0.771,771,"osoba1"
"osoba1","",178.319,178319,178.952,178952,0.633,633,"osoba1"
"osoba1","",185.546,185546,187.604,187604,2.058,2058,"osoba1"
"osoba1","",197.356,197356,197.906,197906,0.55,550,"osoba1"
"osoba1","",199.59,199590,202.01,202010,2.42,2420,"osoba1"
"osoba1","",208.271,208271,210.984,210984,2.713,2713,"osoba1"
"osoba1","",225.904,225904,231.277,231277,5.373,5373,"osoba1"
"osoba1","",233.169,233169,238.393,238393,5.224,5224,"osoba1"
"osoba1","",241.304,241304,252.377,252377,11.073,11073,"osoba1"
"osoba1","",257.162,257162,259.705,259705,2.543,2543,"osoba1"
"osoba1","",261.121,261121,261.783,261783,0.662,662,"osoba1"
"osoba1","",263.102,263102,263.548,263548,0.446,446,"osoba1"
"osoba1","",269.739,269739,275.869,275869,6.13,6130,"osoba1"
"osoba1","",277.974,277974,280.024,280024,2.05,2050,"osoba1"
"osoba1","",281.223,281223,281.519,281519,0.296,296,"osoba1"
"osoba1","",284.241,284241,285.887,285887,1.646,1646,"osoba1"
"osoba1","",290.702,290702,292.192,292192,1.49,1490,"osoba1"
"osoba1","",293.809,293809,294.587,294587,0.778,778,"osoba1"
"osoba1","",298.156,298156,307.588,307588,9.432,9432,"osoba1"
"osoba1","",309.88,309880,310.996,310996,1.116,1116,"osoba1"
"osoba1","",313.764,313764,314.328,314328,0.564,564,"osoba1"
"osoba1","",321.405,321405,322.379,322379,0.974,974,"osoba1"
"osoba1","",328.992,328992,329.68,329680,0.688,688,"osoba1"
"osoba1","",335.362,335362,336.943,336943,1.581,1581,"osoba1"
"osoba1","",341.025,341025,342.29,342290,1.265,1265,"osoba1"
"osoba1","",360.054,360054,360.67,360670,0.616,616,"osoba1"
"osoba1","",361.72,361720,362.188,362188,0.468,468,"osoba1"
"osoba1","",363.644,363644,369.128,369128,5.484,5484,"osoba1"
"osoba1","",371.186,371186,372.113,372113,0.927,927,"osoba1"
"osoba1","",380.171,380171,380.731,380731,0.56,560,"osoba1"
