Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,22.022,22.413,0.391,osoba1
osoba1,38.552,38.848,0.296,osoba1
osoba1,52.988,53.676,0.688,osoba1
osoba1,62.721,62.981,0.26,osoba1
osoba1,71.668,72.831,1.163,osoba1
osoba1,83.921,90.018,6.097,osoba1
osoba1,91.108,102.685,11.577,osoba1
osoba1,109.016,117.852,8.836,osoba1
osoba1,119.347,119.491,0.144,osoba1
osoba1,120.931,122.561,1.63,osoba1
osoba1,124.311,130.678,6.367,osoba1
osoba1,133.175,143.328,10.153,osoba1
osoba1,146.32,152.892,6.572,osoba1
osoba1,154.05,156.397,2.347,osoba1
osoba1,159.678,159.981,0.303,osoba1
osoba1,169.607,169.818,0.211,osoba1
osoba1,181.134,181.438,0.304,osoba1
osoba1,298.091,301.117,3.026,osoba1
osoba1,304.138,305.687,1.549,osoba1
osoba1,307.607,317.982,10.375,osoba1
osoba1,319.312,327.029,7.717,osoba1
osoba1,328.548,334.601,6.053,osoba1
osoba1,342.75,343.082,0.332,osoba1
osoba1,353.464,355.276,1.812,osoba1
osoba1,656.106,681.567,25.461,osoba1
osoba1,687.546,687.994,0.448,osoba1
osoba1,846.621,865.217,18.596,osoba1
osoba1,866.7,887.42,20.72,osoba1
osoba1,890.542,890.794,0.252,osoba1
osoba1,893.094,893.842,0.748,osoba1
osoba1,895.372,895.482,0.11,osoba1
osoba1,897.653,898.949,1.296,osoba1
osoba1,900.862,904.015,3.153,osoba1
osoba1,907.067,908.87,1.803,osoba1
osoba1,910.544,925.668,15.124,osoba1
osoba1,930.692,939.054,8.362,osoba1
osoba1,941.103,941.655,0.552,osoba1
osoba1,943.312,943.525,0.213,osoba1
osoba1,955.609,955.759,0.15,osoba1
osoba1,957.348,991.83,34.482,osoba1
osoba1,993.029,1004.669,11.64,osoba1
osoba1,1009.136,1009.497,0.361,osoba1
osoba1,1011.995,1014.062,2.067,osoba1
osoba1,1016.884,1017.993,1.109,osoba1
osoba1,1019.984,1020.672,0.688,osoba1
osoba1,1022.758,1025.123,2.365,osoba1
osoba1,1026.689,1027.217,0.528,osoba1
osoba2,11.948,12.402,0.454,osoba2
osoba2,14.068,14.273,0.205,osoba2
osoba2,15.721,16.582,0.861,osoba2
osoba2,19.326,19.894,0.568,osoba2
osoba2,25.27,26.013,0.743,osoba2
osoba2,27.097,29.309,2.212,osoba2
osoba2,30.589,35.442,4.853,osoba2
osoba2,36.51,37.514,1.004,osoba2
osoba2,50.124,51.189,1.065,osoba2
osoba2,53.307,53.545,0.238,osoba2
osoba2,55.948,56.74,0.792,osoba2
osoba2,60.221,62.05,1.829,osoba2
osoba2,63.851,64.025,0.174,osoba2
osoba2,68.709,71.285,2.576,osoba2
osoba2,76.336,78.625,2.289,osoba2
osoba2,79.968,81.472,1.504,osoba2
osoba2,102.297,107.603,5.306,osoba2
osoba2,118.202,118.454,0.252,osoba2
osoba2,130.569,131.87,1.301,osoba2
osoba2,133.814,134.401,0.587,osoba2
osoba2,141.985,144.34,2.355,osoba2
osoba2,157.295,167.507,10.212,osoba2
osoba2,181.036,182.574,1.538,osoba2
osoba2,199.408,201.904,2.496,osoba2
osoba2,203.642,204.313,0.671,osoba2
osoba2,217.775,220.22,2.445,osoba2
osoba2,223.978,224.239,0.261,osoba2
osoba2,226.917,227.196,0.279,osoba2
osoba2,229.89,237.529,7.639,osoba2
osoba2,248.517,256.14,7.623,osoba2
osoba2,258.429,259.717,1.288,osoba2
osoba2,262.086,262.334,0.248,osoba2
osoba2,265.794,267.595,1.801,osoba2
osoba2,270.768,271.409,0.641,osoba2
osoba2,276.223,277.415,1.192,osoba2
osoba2,280.399,280.525,0.126,osoba2
osoba2,289.57,296.59,7.02,osoba2
osoba2,301.496,303.212,1.716,osoba2
osoba2,312.577,312.679,0.102,osoba2
osoba2,323.471,323.696,0.225,osoba2
osoba2,335.204,345.741,10.537,osoba2
osoba2,349.643,352.878,3.235,osoba2
osoba2,354.627,355.913,1.286,osoba2
osoba2,367.148,370.623,3.475,osoba2
osoba2,371.701,373.144,1.443,osoba2
osoba2,390.926,391.25,0.324,osoba2
osoba2,392.826,392.931,0.105,osoba2
osoba2,401.636,403.632,1.996,osoba2
osoba2,444.071,459.759,15.688,osoba2
osoba2,485.219,494.12,8.901,osoba2
osoba2,495.794,496.73,0.936,osoba2
osoba2,501.21,506.044,4.834,osoba2
osoba2,521.123,521.669,0.546,osoba2
osoba2,526.966,527.115,0.149,osoba2
osoba2,541.053,553.083,12.03,osoba2
osoba2,554.213,563.842,9.629,osoba2
osoba2,573.978,576.279,2.301,osoba2
osoba2,580.832,582.591,1.759,osoba2
osoba2,584.26,584.465,0.205,osoba2
osoba2,614.272,614.658,0.386,osoba2
osoba2,618.59,622.201,3.611,osoba2
osoba2,627.921,628.542,0.621,osoba2
osoba2,638.213,638.386,0.173,osoba2
osoba2,681.994,707.727,25.733,osoba2
osoba2,758.126,761.461,3.335,osoba2
osoba2,764.829,765.371,0.542,osoba2
