Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,37.152,40.362,3.21,osoba1
osoba1,48.12,48.365,0.245,osoba1
osoba1,49.979,51.468,1.489,osoba1
osoba1,52.653,53.001,0.348,osoba1
osoba1,59.058,60.252,1.194,osoba1
osoba1,81.997,86.232,4.235,osoba1
osoba1,88.191,88.667,0.476,osoba1
osoba1,96.363,99.714,3.351,osoba1
osoba1,127.831,127.963,0.132,osoba1
osoba1,137.858,139.877,2.019,osoba1
osoba1,158.328,159.156,0.828,osoba1
osoba1,172.429,182.459,10.03,osoba1
osoba1,189.327,189.451,0.124,osoba1
osoba1,223.861,224.797,0.936,osoba1
osoba1,242.908,243.304,0.396,osoba1
osoba1,260.567,262.812,2.245,osoba1
osoba1,265.766,270.417,4.651,osoba1
osoba1,272.425,272.721,0.296,osoba1
osoba1,288.591,289.956,1.365,osoba1
osoba1,293.715,296.768,3.053,osoba1
osoba1,298.004,309.772,11.768,osoba1
osoba1,323.512,331.879,8.367,osoba1
osoba1,334.801,337.163,2.362,osoba1
osoba1,338.49,338.72,0.23,osoba1
osoba1,353.504,355.191,1.687,osoba1
osoba1,465.84,467.975,2.135,osoba1
osoba1,473.285,473.734,0.449,osoba1
osoba1,480.01,480.2,0.19,osoba1
osoba1,512.383,514.017,1.634,osoba1
osoba1,515.473,516.12,0.647,osoba1
osoba1,518.144,519.973,1.829,osoba1
osoba1,521.727,521.927,0.2,osoba1
osoba1,533.064,539.161,6.097,osoba1
osoba1,561.88,562.432,0.552,osoba1
osoba1,564.032,564.317,0.285,osoba1
osoba1,568.481,585.109,16.628,osoba1
osoba1,594.343,597.838,3.495,osoba1
osoba1,611.198,612.757,1.559,osoba1
osoba1,624.51,624.916,0.406,osoba1
osoba1,627.326,627.541,0.215,osoba1
osoba1,644.432,644.884,0.452,osoba1
osoba1,664.535,665.772,1.237,osoba1
osoba1,679.732,680.939,1.207,osoba1
osoba1,698.843,702.179,3.336,osoba1
osoba1,705.652,709.489,3.837,osoba1
osoba1,714.433,719.281,4.848,osoba1
osoba1,722.995,724.671,1.676,osoba1
osoba1,727.491,727.76,0.269,osoba1
osoba1,729.261,732.746,3.485,osoba1
osoba1,735.274,737.393,2.119,osoba1
osoba1,746.339,746.656,0.317,osoba1
osoba1,749.302,757.345,8.043,osoba1
osoba1,765.142,766,0.858,osoba1
osoba1,769.126,769.999,0.873,osoba1
osoba1,843.428,847.901,4.473,osoba1
osoba1,849.043,850.029,0.986,osoba1
osoba1,851.499,855.611,4.112,osoba1
osoba1,857.213,857.434,0.221,osoba1
osoba1,859.019,859.794,0.775,osoba1
osoba1,861.084,861.595,0.511,osoba1
osoba1,863.06,877.094,14.034,osoba1
osoba1,878.85,880.711,1.861,osoba1
osoba1,882.209,889.551,7.342,osoba1
osoba1,891.196,891.434,0.238,osoba1
osoba1,893.751,895.138,1.387,osoba1
osoba1,898.292,901.714,3.422,osoba1
osoba1,903.118,905.823,2.705,osoba1
osoba1,908.577,924.891,16.314,osoba1
osoba1,926.684,945.615,18.931,osoba1
osoba1,946.842,950.729,3.887,osoba1
osoba1,960.288,961.316,1.028,osoba1
osoba1,964.884,976.107,11.223,osoba1
osoba2,41.698,43.237,1.539,osoba2
osoba2,45.2,45.57,0.37,osoba2
osoba2,47.645,48.067,0.422,osoba2
osoba2,59.754,65.272,5.518,osoba2
osoba2,66.327,67.212,0.885,osoba2
osoba2,68.333,68.453,0.12,osoba2
osoba2,71.871,72.165,0.294,osoba2
osoba2,79.603,79.918,0.315,osoba2
osoba2,82.004,82.691,0.687,osoba2
osoba2,87.905,91.354,3.449,osoba2
osoba2,94.13,95.627,1.497,osoba2
osoba2,100.228,107.728,7.5,osoba2
osoba2,117.295,118.115,0.82,osoba2
osoba2,124.711,125.162,0.451,osoba2
osoba2,127.583,131.482,3.899,osoba2
osoba2,137.047,138.99,1.943,osoba2
osoba2,178.969,179.73,0.761,osoba2
osoba2,183.909,196.347,12.438,osoba2
osoba2,204.764,204.936,0.172,osoba2
osoba2,218.115,218.594,0.479,osoba2
osoba2,226.806,234.458,7.652,osoba2
osoba2,241.263,243.079,1.816,osoba2
osoba2,244.985,245.378,0.393,osoba2
osoba2,274.777,276.157,1.38,osoba2
osoba2,286.265,286.376,0.111,osoba2
osoba2,287.914,288.015,0.101,osoba2
osoba2,297.18,297.281,0.101,osoba2
osoba2,322.661,324.076,1.415,osoba2
osoba2,335.027,335.212,0.185,osoba2
osoba2,344.736,351.315,6.579,osoba2
osoba2,353.157,361.553,8.396,osoba2
osoba2,363.95,365.147,1.197,osoba2
osoba2,409.116,409.57,0.454,osoba2
osoba2,434.157,434.446,0.289,osoba2
osoba2,452.55,456.521,3.971,osoba2
osoba2,464.743,466.023,1.28,osoba2
osoba2,467.471,469.307,1.836,osoba2
osoba2,506.589,508.338,1.749,osoba2
osoba2,515.662,517.763,2.101,osoba2
osoba2,521.447,525.931,4.484,osoba2
osoba2,558.716,562,3.284,osoba2
osoba2,566.903,567.38,0.477,osoba2
osoba2,572.86,574.153,1.293,osoba2
osoba2,583.533,584.125,0.592,osoba2
osoba2,593.21,596.253,3.043,osoba2
osoba2,598.297,598.542,0.245,osoba2
osoba2,673.151,674.593,1.442,osoba2
osoba2,676.322,679.751,3.429,osoba2
osoba2,681.027,681.155,0.128,osoba2
osoba2,690.655,694.225,3.57,osoba2
osoba2,697.614,697.838,0.224,osoba2
osoba2,727.626,727.791,0.165,osoba2
osoba2,742.791,745.781,2.99,osoba2
osoba2,747.429,747.622,0.193,osoba2
osoba2,769.2,775.723,6.523,osoba2
osoba2,788.601,789.416,0.815,osoba2
osoba2,821.19,821.859,0.669,osoba2
osoba2,829.79,830.076,0.286,osoba2
osoba2,860.786,861.412,0.626,osoba2
osoba2,905.484,907.956,2.472,osoba2
osoba2,917.032,917.273,0.241,osoba2
osoba2,982.166,983.053,0.887,osoba2
osoba2,986.516,987.178,0.662,osoba2
osoba3,26.264,26.542,0.278,osoba3
osoba3,44.299,46.832,2.533,osoba3
osoba3,49.122,49.261,0.139,osoba3
osoba3,78.77,81.364,2.594,osoba3
osoba3,85.909,86.143,0.234,osoba3
osoba3,95.347,96.245,0.898,osoba3
osoba3,131.108,131.343,0.235,osoba3
osoba3,137.813,138.288,0.475,osoba3
osoba3,139.929,140.715,0.786,osoba3
osoba3,150.773,151.269,0.496,osoba3
osoba3,163.821,164.786,0.965,osoba3
osoba3,168.4,168.985,0.585,osoba3
osoba3,239.072,239.978,0.906,osoba3
osoba3,243.298,243.721,0.423,osoba3
osoba3,262.721,264.544,1.823,osoba3
osoba3,269.156,269.641,0.485,osoba3
osoba3,272.068,272.218,0.15,osoba3
osoba3,275.055,281.614,6.559,osoba3
osoba3,283.958,286.93,2.972,osoba3
osoba3,297,299.868,2.868,osoba3
osoba3,300.908,302.994,2.086,osoba3
osoba3,305.005,305.256,0.251,osoba3
osoba3,320.355,323.356,3.001,osoba3
osoba3,334.308,336.793,2.485,osoba3
osoba3,338.514,338.668,0.154,osoba3
osoba3,347.645,348.399,0.754,osoba3
osoba3,354.309,354.483,0.174,osoba3
osoba3,456.111,456.332,0.221,osoba3
osoba3,468.488,470.568,2.08,osoba3
osoba3,472.724,473.01,0.286,osoba3
