Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,24.016,26.271,2.255,osoba1
osoba1,30.57,33.297,2.727,osoba1
osoba1,34.988,37.421,2.433,osoba1
osoba1,44.745,45.121,0.376,osoba1
osoba1,49.72,56.441,6.721,osoba1
osoba1,57.485,65.964,8.479,osoba1
osoba1,67.221,67.991,0.77,osoba1
osoba1,100.561,115.323,14.762,osoba1
osoba1,127.006,135.881,8.875,osoba1
osoba1,137.26,137.954,0.694,osoba1
osoba1,150.672,153.206,2.534,osoba1
osoba1,173.734,175.258,1.524,osoba1
osoba1,198.625,198.897,0.272,osoba1
osoba1,212.186,212.597,0.411,osoba1
osoba1,377.639,378.153,0.514,osoba1
osoba1,384.808,384.91,0.102,osoba1
osoba1,441.944,443.273,1.329,osoba1
osoba1,478.321,481.943,3.622,osoba1
osoba1,483.588,491.519,7.931,osoba1
osoba1,493.388,503.178,9.79,osoba1
osoba1,606.656,607.897,1.241,osoba1
osoba1,708.396,708.868,0.472,osoba1
osoba1,713.184,716.373,3.189,osoba1
osoba1,723.501,737.303,13.802,osoba1
osoba1,740.586,742.504,1.918,osoba1
osoba1,752.098,752.636,0.538,osoba1
osoba1,768.817,774.431,5.614,osoba1
osoba1,776.579,782.816,6.237,osoba1
osoba1,788.206,792.8,4.594,osoba1
osoba1,801.562,802.369,0.807,osoba1
osoba1,820.636,844.426,23.79,osoba1
osoba1,856.092,861.273,5.181,osoba1
osoba1,873.715,873.975,0.26,osoba1
osoba1,883.084,895.955,12.871,osoba1
osoba1,901.974,904.025,2.051,osoba1
osoba1,907.342,907.676,0.334,osoba1
osoba1,916.676,917.345,0.669,osoba1
osoba1,944.649,944.987,0.338,osoba1
osoba1,947.721,948.085,0.364,osoba1
osoba1,953.575,953.97,0.395,osoba1
osoba1,955.091,959.245,4.154,osoba1
osoba1,962.103,964.619,2.516,osoba1
osoba1,966.937,968.094,1.157,osoba1
osoba1,970.784,975.571,4.787,osoba1
osoba1,993.933,994.151,0.218,osoba1
osoba1,997.255,1000.469,3.214,osoba1
osoba1,1028.753,1029.231,0.478,osoba1
osoba1,1131.041,1132.012,0.971,osoba1
osoba2,140.099,144.295,4.196,osoba2
osoba2,146.888,150.082,3.194,osoba2
osoba2,152.431,152.588,0.157,osoba2
osoba2,239.258,239.5,0.242,osoba2
osoba2,240.976,242.807,1.831,osoba2
osoba2,244.054,244.306,0.252,osoba2
osoba2,245.599,246.901,1.302,osoba2
osoba2,428.621,435.16,6.539,osoba2
osoba2,442.005,442.944,0.939,osoba2
osoba2,574.493,575.265,0.772,osoba2
osoba2,577.687,578.247,0.56,osoba2
osoba2,586.948,587.868,0.92,osoba2
osoba2,590.122,591.356,1.234,osoba2
osoba2,593.921,595.246,1.325,osoba2
osoba2,598.798,599.593,0.795,osoba2
osoba2,616.439,618.972,2.533,osoba2
osoba2,622.746,622.974,0.228,osoba2
osoba2,630.979,633.436,2.457,osoba2
osoba2,634.614,647.23,12.616,osoba2
osoba2,648.763,650.657,1.894,osoba2
osoba2,653.917,657.588,3.671,osoba2
osoba3,29.623,29.773,0.15,osoba3
osoba3,32.016,33.189,1.173,osoba3
osoba3,38.124,47.697,9.573,osoba3
osoba3,70.277,87.615,17.338,osoba3
osoba3,89.041,98.069,9.028,osoba3
osoba3,99.442,100.08,0.638,osoba3
osoba3,116.361,126.282,9.921,osoba3
osoba3,136.448,137.182,0.734,osoba3
osoba3,174.985,196.9,21.915,osoba3
osoba3,208.706,209.958,1.252,osoba3
osoba3,214.86,220.519,5.659,osoba3
osoba3,227.779,236.343,8.564,osoba3
osoba3,243.799,244.092,0.293,osoba3
osoba3,249.086,252.154,3.068,osoba3
osoba3,253.32,257.026,3.706,osoba3
osoba3,258.091,260.403,2.312,osoba3
osoba3,278.06,280.984,2.924,osoba3
osoba3,283.719,291.246,7.527,osoba3
osoba3,297.244,306.62,9.376,osoba3
osoba3,313.706,334.679,20.973,osoba3
osoba3,339.362,339.609,0.247,osoba3
osoba3,343.786,344.094,0.308,osoba3
osoba3,352.114,354.603,2.489,osoba3
osoba3,356.073,362.274,6.201,osoba3
osoba3,364.188,372.985,8.797,osoba3
osoba3,375.615,376.466,0.851,osoba3
osoba3,378.514,380.904,2.39,osoba3
osoba3,392.235,393.519,1.284,osoba3
osoba3,394.6,397.41,2.81,osoba3
osoba3,399.014,400.64,1.626,osoba3
osoba3,402.223,410.239,8.016,osoba3
osoba3,421.305,421.508,0.203,osoba3
osoba3,435.532,442.045,6.513,osoba3
osoba3,445.028,469.418,24.39,osoba3
osoba3,473.65,477.586,3.936,osoba3
osoba3,520.574,534.465,13.891,osoba3
osoba3,535.549,542.603,7.054,osoba3
osoba3,558.268,559.063,0.795,osoba3
osoba3,565.722,567.15,1.428,osoba3
osoba3,569.12,571.732,2.612,osoba3
osoba3,576.482,576.747,0.265,osoba3
osoba3,579.943,580.787,0.844,osoba3
osoba3,582.315,583.887,1.572,osoba3
osoba3,588.299,588.75,0.451,osoba3
osoba3,596.515,597.179,0.664,osoba3
osoba3,600.122,613.363,13.241,osoba3
osoba3,619.576,621.421,1.845,osoba3
osoba3,624.155,628.97,4.815,osoba3
osoba3,658.74,667.779,9.039,osoba3
osoba3,670.936,675.817,4.881,osoba3
osoba3,677.247,683.838,6.591,osoba3
osoba3,685.027,698.374,13.347,osoba3
osoba3,706.588,711.774,5.186,osoba3
osoba3,718.209,722.028,3.819,osoba3
osoba3,734.608,735.686,1.078,osoba3
osoba3,736.93,741.221,4.291,osoba3
osoba3,744.414,766.362,21.948,osoba3
osoba3,776.856,778.139,1.283,osoba3
osoba3,783.692,787.047,3.355,osoba3
osoba3,791.555,792.464,0.909,osoba3
osoba3,795.011,796.505,1.494,osoba3
osoba3,797.804,799.022,1.218,osoba3
osoba3,806.619,806.935,0.316,osoba3
osoba3,811.248,819.859,8.611,osoba3
osoba3,844.796,855.585,10.789,osoba3
osoba3,862.137,873.193,11.056,osoba3
osoba3,874.661,882.37,7.709,osoba3
osoba3,897.287,898.09,0.803,osoba3
osoba3,904.912,906.368,1.456,osoba3
osoba3,907.663,911.344,3.681,osoba3
osoba3,912.499,922.709,10.21,osoba3
osoba3,924.312,945.974,21.662,osoba3
osoba3,947.988,963.191,15.203,osoba3
osoba3,976.036,989.733,13.697,osoba3
osoba3,991.22,992.983,1.763,osoba3
osoba3,994.303,997.561,3.258,osoba3
osoba3,1006.956,1016.406,9.45,osoba3
osoba3,1021.092,1022.984,1.892,osoba3
osoba3,1029.238,1035.023,5.785,osoba3
osoba3,1051.693,1060.259,8.566,osoba3
osoba3,1073.24,1078.265,5.025,osoba3
osoba3,1079.603,1085.33,5.727,osoba3
osoba3,1098.318,1114.396,16.078,osoba3
osoba3,1115.504,1118.693,3.189,osoba3
osoba3,1128.599,1129.106,0.507,osoba3
osoba4,33.158,33.821,0.663,osoba4
osoba4,139.565,140.885,1.32,osoba4
osoba4,154.153,161.013,6.86,osoba4
osoba4,162.268,172.782,10.514,osoba4
osoba4,198.467,206.864,8.397,osoba4
osoba4,209.77,211.638,1.868,osoba4
osoba4,260.708,272.524,11.816,osoba4
osoba4,273.775,278.396,4.621,osoba4
osoba4,280.814,281.011,0.197,osoba4
osoba4,291.205,295.775,4.57,osoba4
osoba4,335.526,337.823,2.297,osoba4
osoba4,340.041,348.94,8.899,osoba4
osoba4,484.454,484.727,0.273,osoba4
osoba4,506.463,516.704,10.241,osoba4
osoba4,520.907,521.024,0.117,osoba4
osoba4,708.338,708.867,0.529,osoba4
osoba4,784.757,787.539,2.782,osoba4
osoba4,1017.073,1021.466,4.393,osoba4
osoba4,1025.579,1027.956,2.377,osoba4
osoba4,1035.854,1048.65,12.796,osoba4
osoba4,1065.423,1067.411,1.988,osoba4
osoba4,1068.82,1069.406,0.586,osoba4
osoba4,1082.472,1082.741,0.269,osoba4
osoba4,1086.156,1097.113,10.957,osoba4
osoba4,1119.342,1124.174,4.832,osoba4
eksperymentator,1.949,2.238,0.289,eksperymentator
eksperymentator,5.296,17.012,11.716,eksperymentator
eksperymentator,18.156,24.007,5.851,eksperymentator
eksperymentator,1132.02,1137.193,5.173,eksperymentator
