Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,29.564,30.444,0.88,osoba1
osoba1,34.632,34.982,0.35,osoba1
osoba1,38.209,39.53,1.321,osoba1
osoba1,41.047,41.207,0.16,osoba1
osoba1,45.658,45.996,0.338,osoba1
osoba1,51.604,51.751,0.147,osoba1
osoba1,63.369,63.614,0.245,osoba1
osoba1,66.448,70.783,4.335,osoba1
osoba1,76.146,77.077,0.931,osoba1
osoba1,78.187,82.06,3.873,osoba1
osoba1,86.34,86.742,0.402,osoba1
osoba1,88.243,88.958,0.715,osoba1
osoba1,94.911,95.888,0.977,osoba1
osoba1,100.418,100.844,0.426,osoba1
osoba1,103.041,103.321,0.28,osoba1
osoba1,108.045,108.963,0.918,osoba1
osoba1,120.141,122.906,2.765,osoba1
osoba1,137.235,150.604,13.369,osoba1
osoba1,153.756,154.218,0.462,osoba1
osoba1,156.875,158.403,1.528,osoba1
osoba1,160.403,162.577,2.174,osoba1
osoba1,166.818,167.426,0.608,osoba1
osoba1,183.168,184.471,1.303,osoba1
osoba1,191.155,191.356,0.201,osoba1
osoba1,193.197,193.49,0.293,osoba1
osoba1,195.117,197.635,2.518,osoba1
osoba1,201.91,202.022,0.112,osoba1
osoba1,205.5,215.161,9.661,osoba1
osoba1,216.373,218.035,1.662,osoba1
osoba1,234.402,235.407,1.005,osoba1
osoba1,239.066,239.237,0.171,osoba1
osoba1,259.458,265.319,5.861,osoba1
osoba1,266.373,277.162,10.789,osoba1
osoba1,286.174,286.439,0.265,osoba1
osoba1,290.364,297.703,7.339,osoba1
osoba1,298.895,299.373,0.478,osoba1
osoba1,308.684,309.015,0.331,osoba1
osoba1,315.707,315.843,0.136,osoba1
osoba1,318.737,318.902,0.165,osoba1
osoba1,321.751,322.063,0.312,osoba1
osoba1,325.964,326.494,0.53,osoba1
osoba1,328.929,331.04,2.111,osoba1
osoba1,342.172,345.54,3.368,osoba1
osoba1,349.126,351.103,1.977,osoba1
osoba1,353.668,357.77,4.102,osoba1
osoba1,360,362.209,2.209,osoba1
osoba1,366.393,376.252,9.859,osoba1
osoba1,378.54,379.625,1.085,osoba1
osoba1,380.775,403.346,22.571,osoba1
osoba1,406.065,406.951,0.886,osoba1
osoba1,410.414,428.345,17.931,osoba1
osoba1,433.9,434.542,0.642,osoba1
osoba1,436.882,441.573,4.691,osoba1
osoba1,442.783,452.006,9.223,osoba1
osoba1,453.204,465.708,12.504,osoba1
osoba1,476.5,476.832,0.332,osoba1
osoba1,488.878,496.285,7.407,osoba1
osoba1,497.357,514.748,17.391,osoba1
osoba1,516.118,517.548,1.43,osoba1
osoba1,518.839,521.152,2.313,osoba1
osoba1,522.173,526.609,4.436,osoba1
osoba1,530.842,541.934,11.092,osoba1
osoba1,547.916,548.945,1.029,osoba1
osoba1,550.002,550.282,0.28,osoba1
osoba1,556.036,557.455,1.419,osoba1
osoba1,558.864,559.066,0.202,osoba1
osoba1,564.42,565.119,0.699,osoba1
osoba1,578.24,582.202,3.962,osoba1
osoba1,584.012,585.216,1.204,osoba1
osoba1,586.847,589.154,2.307,osoba1
osoba1,593.217,594.473,1.256,osoba1
osoba1,597.018,597.819,0.801,osoba1
osoba1,613.615,615.998,2.383,osoba1
osoba1,618.171,618.341,0.17,osoba1
osoba1,620.3,622.361,2.061,osoba1
osoba1,623.711,624.173,0.462,osoba1
osoba1,625.286,659.682,34.396,osoba1
osoba1,663.538,670.337,6.799,osoba1
osoba1,671.837,692.288,20.451,osoba1
osoba1,693.345,719.657,26.312,osoba1
osoba1,720.674,720.981,0.307,osoba1
osoba1,722.187,727.97,5.783,osoba1
osoba1,730.781,730.939,0.158,osoba1
osoba1,733.683,755.283,21.6,osoba1
osoba1,756.481,765.233,8.752,osoba1
osoba1,767.441,769.264,1.823,osoba1
osoba1,770.61,771.076,0.466,osoba1
osoba1,773.932,775.651,1.719,osoba1
osoba1,776.717,777.874,1.157,osoba1
osoba1,779.255,781.104,1.849,osoba1
osoba1,814.242,814.364,0.122,osoba1
osoba1,816.877,816.981,0.104,osoba1
osoba1,840.208,841.788,1.58,osoba1
osoba1,846.301,846.458,0.157,osoba1
osoba1,860.323,862.655,2.332,osoba1
osoba1,864.16,864.656,0.496,osoba1
osoba1,866.957,867.073,0.116,osoba1
osoba1,909.846,910.093,0.247,osoba1
osoba1,984.296,986.3,2.004,osoba1
osoba1,987.633,987.858,0.225,osoba1
osoba1,989.456,989.917,0.461,osoba1
osoba1,993.338,1023.039,29.701,osoba1
osoba1,1024.601,1033.412,8.811,osoba1
osoba1,1035.174,1035.447,0.273,osoba1
osoba1,1038.945,1039.167,0.222,osoba1
osoba1,1040.899,1041.041,0.142,osoba1
osoba1,1043.247,1046.829,3.582,osoba1
osoba1,1047.95,1048.315,0.365,osoba1
osoba1,1054.279,1054.518,0.239,osoba1
osoba1,1059.712,1060.576,0.864,osoba1
osoba2,28.065,28.859,0.794,osoba2
osoba2_1,28.019,28.813,0.794,osoba2
osoba2_1,59.501,60.258,0.757,osoba2
osoba2_1,108.257,108.461,0.204,osoba2
osoba2_1,109.628,110.018,0.39,osoba2
osoba2_1,123.247,123.755,0.508,osoba2
