Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,357.541,361.423,3.882,osoba1
osoba1,365.455,370.219,4.764,osoba1
osoba1,373.244,373.961,0.717,osoba1
osoba2,29.489,36.481,6.992,osoba2
osoba2,56.108,58.924,2.816,osoba2
osoba2,60.137,60.626,0.489,osoba2
osoba2,66.955,67.371,0.416,osoba2
osoba2,69.235,71.194,1.959,osoba2
osoba2,72.864,73.321,0.457,osoba2
osoba2,76.51,97.005,20.495,osoba2
osoba2,98.824,99.208,0.384,osoba2
osoba2,108.075,110.253,2.178,osoba2
osoba2,111.693,113.251,1.558,osoba2
osoba2,115.184,120.302,5.118,osoba2
osoba2,121.456,127.708,6.252,osoba2
osoba2,129.103,129.958,0.855,osoba2
osoba2,131.81,132.012,0.202,osoba2
osoba2,135.618,138.946,3.328,osoba2
osoba2,144.403,144.746,0.343,osoba2
osoba2,145.906,149.782,3.876,osoba2
osoba2,151.067,155.36,4.293,osoba2
osoba2,157.06,158.197,1.137,osoba2
osoba2,165.606,165.801,0.195,osoba2
osoba2,169.502,170.884,1.382,osoba2
osoba2,181.367,182.321,0.954,osoba2
osoba2,190.374,190.705,0.331,osoba2
osoba2,199.586,200.611,1.025,osoba2
osoba2,202.071,202.443,0.372,osoba2
osoba2,209.745,210.853,1.108,osoba2
osoba2,220.615,223.263,2.648,osoba2
osoba2,225.1,225.344,0.244,osoba2
osoba2,236.05,241.434,5.384,osoba2
osoba2,242.699,248.487,5.788,osoba2
osoba2,250.638,255.107,4.469,osoba2
osoba2,256.145,264.843,8.698,osoba2
osoba2,266.409,272.263,5.854,osoba2
osoba2,273.764,276.073,2.309,osoba2
osoba2,278.942,290.177,11.235,osoba2
osoba2,291.703,292.752,1.049,osoba2
osoba2,295.825,305.078,9.253,osoba2
osoba2,315.016,321.929,6.913,osoba2
osoba2,323.212,334.052,10.84,osoba2
osoba2,338.182,344.515,6.333,osoba2
osoba2,345.664,351.997,6.333,osoba2
osoba2,353.246,356.142,2.896,osoba2
osoba2,360.609,361.099,0.49,osoba2
osoba2,363.161,364.878,1.717,osoba2
osoba2,370.965,373.354,2.389,osoba2
osoba2,378.349,379.237,0.888,osoba2
osoba2,380.614,380.975,0.361,osoba2
osoba2,382.241,382.512,0.271,osoba2
osoba2,383.585,386.128,2.543,osoba2
osoba2,392.08,404.896,12.816,osoba2
osoba2,406.091,440.913,34.822,osoba2
osoba2,442.197,465.584,23.387,osoba2
osoba2,466.629,467.827,1.198,osoba2
osoba2,469.643,472.465,2.822,osoba2
osoba2,484.875,485.637,0.762,osoba2
osoba2,487.809,498.631,10.822,osoba2
osoba2,500.821,505.293,4.472,osoba2
osoba2,511.928,512.82,0.892,osoba2
osoba2,523.372,528.753,5.381,osoba2
osoba2,534.703,555.88,21.177,osoba2
osoba2,558.387,581.605,23.218,osoba2
osoba2,583.094,623.567,40.473,osoba2
osoba2,624.793,627.656,2.863,osoba2
osoba2,629.686,639.563,9.877,osoba2
osoba2,641.215,644.443,3.228,osoba2
osoba2,647.173,648.322,1.149,osoba2
osoba2,649.505,649.685,0.18,osoba2
osoba2,651.414,651.664,0.25,osoba2
osoba2,653.54,653.852,0.312,osoba2
osoba2,655.442,659.504,4.062,osoba2
osoba2,660.595,661.131,0.536,osoba2
osoba2,667.794,676.962,9.168,osoba2
osoba2,678.465,679.618,1.153,osoba2
osoba2,683.384,691.262,7.878,osoba2
osoba2,693.325,693.955,0.63,osoba2
osoba2,698.857,710.469,11.612,osoba2
osoba2,712.047,712.472,0.425,osoba2
osoba2,715.602,718.908,3.306,osoba2
osoba2,723.958,726.311,2.353,osoba2
osoba2,728.082,731.168,3.086,osoba2
osoba2,736.19,744.91,8.72,osoba2
osoba2,745.966,753.247,7.281,osoba2
osoba2,754.747,755.02,0.273,osoba2
osoba2,756.378,757.861,1.483,osoba2
osoba2,759.826,761.063,1.237,osoba2
osoba2,764.195,764.845,0.65,osoba2
osoba2,766.692,768.306,1.614,osoba2
osoba2,769.369,774.215,4.846,osoba2
osoba2,778.765,782.229,3.464,osoba2
osoba2,784.206,786.096,1.89,osoba2
osoba2,794.345,795.44,1.095,osoba2
osoba2,796.518,799.412,2.894,osoba2
osoba2,800.752,814.189,13.437,osoba2
osoba2,816.937,822.829,5.892,osoba2
osoba2,824.187,827.548,3.361,osoba2
osoba2,830.65,837.149,6.499,osoba2
osoba2,844.479,849.113,4.634,osoba2
osoba2,850.2,851.398,1.198,osoba2
osoba2,852.784,856.325,3.541,osoba2
osoba2,857.363,863.865,6.502,osoba2
osoba2,866.329,875.987,9.658,osoba2
osoba2,878.419,887.256,8.837,osoba2
osoba2,888.77,890.112,1.342,osoba2
osoba2,894.477,899.284,4.807,osoba2
osoba2,901.139,901.976,0.837,osoba2
osoba2,905.169,906.75,1.581,osoba2
osoba2,917.924,918.234,0.31,osoba2
osoba2,919.717,920.171,0.454,osoba2
osoba2,921.933,947.302,25.369,osoba2
osoba2,950.105,952.037,1.932,osoba2
osoba2,953.211,961.187,7.976,osoba2
osoba2,962.411,966.057,3.646,osoba2
osoba2,967.978,989.123,21.145,osoba2
osoba2,996.072,996.768,0.696,osoba2
osoba2,1008.416,1009.137,0.721,osoba2
osoba2,1012.428,1013.45,1.022,osoba2
osoba2,1021.577,1022.391,0.814,osoba2
osoba2,1024.577,1024.954,0.377,osoba2
osoba3,73.69,75.16,1.47,osoba3
osoba3,86.344,86.497,0.153,osoba3
osoba3,132.872,133.863,0.991,osoba3
