Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,47.051,51.054,4.003,osoba1
osoba1,53.012,55.778,2.766,osoba1
osoba1,62.949,63.195,0.246,osoba1
osoba1,120.118,123.086,2.968,osoba1
osoba1,163.124,213.12,49.996,osoba1
osoba1,214.676,221.799,7.123,osoba1
osoba1,245.986,253.25,7.264,osoba1
osoba1,257.451,261.401,3.95,osoba1
osoba1,262.467,262.82,0.353,osoba1
osoba1,267.078,267.424,0.346,osoba1
osoba1,269.411,269.74,0.329,osoba1
osoba1,274.612,279.8,5.188,osoba1
osoba1,281.36,294.113,12.753,osoba1
osoba1,297.976,298.239,0.263,osoba1
osoba1,309.938,312.713,2.775,osoba1
osoba1,315.487,316.347,0.86,osoba1
osoba1,321.017,321.336,0.319,osoba1
osoba1,322.358,323.168,0.81,osoba1
osoba1,327.021,343.859,16.838,osoba1
osoba1,383.479,384.563,1.084,osoba1
osoba1,386.804,387.384,0.58,osoba1
osoba1,389.545,390.209,0.664,osoba1
osoba1,399.897,400.791,0.894,osoba1
osoba1,410.397,418.919,8.522,osoba1
osoba1,420.128,420.537,0.409,osoba1
osoba1,427.971,428.316,0.345,osoba1
osoba1,430.7,431.022,0.322,osoba1
osoba1,433.588,438.115,4.527,osoba1
osoba1,443.229,444.018,0.789,osoba1
osoba1,456.353,458.978,2.625,osoba1
osoba1,471.382,475.886,4.504,osoba1
osoba1,484.198,488.302,4.104,osoba1
osoba1,489.986,490.434,0.448,osoba1
osoba1,524.072,525.08,1.008,osoba1
osoba1,542.842,547.437,4.595,osoba1
osoba1,549.878,550.18,0.302,osoba1
osoba1,551.235,570.948,19.713,osoba1
osoba1,577.645,582.477,4.832,osoba1
osoba1,583.837,584.852,1.015,osoba1
osoba1,588.527,593.772,5.245,osoba1
osoba1,608.966,611.141,2.175,osoba1
osoba1,614.554,614.756,0.202,osoba1
osoba1,624.319,648.114,23.795,osoba1
osoba1,649.571,651.713,2.142,osoba1
osoba1,652.833,657.352,4.519,osoba1
osoba1,658.543,662.589,4.046,osoba1
osoba1,663.66,664.876,1.216,osoba1
osoba1,667.535,675.86,8.325,osoba1
osoba1,677.207,687.114,9.907,osoba1
osoba1,697.007,700.545,3.538,osoba1
osoba1,702.776,704.189,1.413,osoba1
osoba1,726.848,731.272,4.424,osoba1
osoba1,749.626,751.891,2.265,osoba1
osoba1,757.367,757.632,0.265,osoba1
osoba1,759.674,771.16,11.486,osoba1
osoba1,773.908,782.225,8.317,osoba1
osoba1,785.466,787.618,2.152,osoba1
osoba1,788.683,791.089,2.406,osoba1
osoba1,794.365,794.64,0.275,osoba1
osoba1,797.412,807.157,9.745,osoba1
osoba1,808.4,809.927,1.527,osoba1
osoba1,815.628,820.637,5.009,osoba1
osoba1,821.992,822.22,0.228,osoba1
osoba1,823.44,823.903,0.463,osoba1
osoba1,825.123,832.738,7.615,osoba1
osoba1,836.289,848.046,11.757,osoba1
osoba1,858.992,859.342,0.35,osoba1
osoba1,862.08,864.553,2.473,osoba1
osoba1,866.349,866.701,0.352,osoba1
osoba1,870.98,872.178,1.198,osoba1
osoba1,881.28,881.646,0.366,osoba1
osoba1,885.844,892.615,6.771,osoba1
osoba1,895.404,903.456,8.052,osoba1
