Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1_1,27.553,29.783,2.23,osoba1
osoba1_1,36.518,46.239,9.721,osoba1
osoba1_1,48.161,54.512,6.351,osoba1
osoba1_1,63.385,66.929,3.544,osoba1
osoba1_1,68.141,68.438,0.297,osoba1
osoba1_1,89.685,91.362,1.677,osoba1
osoba1_1,93.176,93.579,0.403,osoba1
osoba1_1,99.213,106.157,6.944,osoba1
osoba1_1,107.661,111.951,4.29,osoba1
osoba1_1,117.581,119.074,1.493,osoba1
osoba1_1,122.999,125.32,2.321,osoba1
osoba1_1,126.864,127.253,0.389,osoba1
osoba1_1,134.053,136.06,2.007,osoba1
osoba1_1,201.596,202.005,0.409,osoba1
osoba1_1,205.676,210.835,5.159,osoba1
osoba1_1,217.207,217.554,0.347,osoba1
osoba1_1,221.144,222.938,1.794,osoba1
osoba1_1,227.813,228.144,0.331,osoba1
osoba1_1,241.067,242.173,1.106,osoba1
osoba1_1,248.495,253.761,5.266,osoba1
osoba1_1,255.338,264.48,9.142,osoba1
osoba1_1,270.691,271.412,0.721,osoba1
osoba1_1,278.884,291.16,12.276,osoba1
osoba1_1,292.337,293.553,1.216,osoba1
osoba1_1,297.234,298.565,1.331,osoba1
osoba1_1,308.992,309.239,0.247,osoba1
osoba1_1,331.165,331.641,0.476,osoba1
osoba1_1,345.051,345.395,0.344,osoba1
osoba1_1,351.136,354.299,3.163,osoba1
osoba1_1,361.953,362.215,0.262,osoba1
osoba1_1,383.316,383.541,0.225,osoba1
osoba1_1,421.103,421.413,0.31,osoba1
osoba1_1,480.419,489.969,9.55,osoba1
osoba1_1,494.01,494.883,0.873,osoba1
osoba1_1,497.845,505,7.155,osoba1
osoba1_1,506.719,519.146,12.427,osoba1
osoba1_1,521.845,521.976,0.131,osoba1
osoba1_1,537.954,538.378,0.424,osoba1
osoba1_1,547.952,548.24,0.288,osoba1
osoba1_1,550.545,550.672,0.127,osoba1
