Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,35.229,35.364,0.135,osoba1
osoba1,36.847,38.128,1.281,osoba1
osoba1,127.441,133.912,6.471,osoba1
osoba1,134.958,137.426,2.468,osoba1
osoba1,139.517,156.391,16.874,osoba1
osoba1,161.089,174.426,13.337,osoba1
osoba1,180.159,183.083,2.924,osoba1
osoba1,184.344,184.476,0.132,osoba1
osoba1,208.535,209.57,1.035,osoba1
osoba1,404.643,410.048,5.405,osoba1
osoba1,411.102,412.696,1.594,osoba1
osoba1,416.296,424.934,8.638,osoba1
osoba1,427.689,431.049,3.36,osoba1
osoba1,436.471,439.71,3.239,osoba1
osoba1,445.745,446.432,0.687,osoba1
osoba1,456.897,457.84,0.943,osoba1
osoba1,498.351,505.144,6.793,osoba1
osoba1,506.326,521.966,15.64,osoba1
osoba1,522.99,523.685,0.695,osoba1
osoba1,527.859,555.483,27.624,osoba1
osoba1,556.534,586.554,30.02,osoba1
osoba1,587.883,609.009,21.126,osoba1
osoba1,613.676,614.254,0.578,osoba1
osoba1,615.656,621.228,5.572,osoba1
osoba1,654.704,654.821,0.117,osoba1
osoba1,660.91,669.383,8.473,osoba1
osoba1,670.822,671.089,0.267,osoba1
osoba1,723.746,731.756,8.01,osoba1
osoba1,732.832,735.397,2.565,osoba1
osoba1,741.232,741.52,0.288,osoba1
osoba1,745.928,768.369,22.441,osoba1
osoba1,770.771,774.867,4.096,osoba1
osoba1,785.04,813.093,28.053,osoba1
osoba1,819.902,820.378,0.476,osoba1
osoba1,823.919,824.956,1.037,osoba1
osoba1,834.933,836.736,1.803,osoba1
osoba1,846.534,847.761,1.227,osoba1
osoba1,855.045,865.67,10.625,osoba1
osoba1,866.791,875.171,8.38,osoba1
osoba1,876.943,880.25,3.307,osoba1
osoba1,881.655,882.727,1.072,osoba1
osoba1,895.804,917.284,21.48,osoba1
osoba1,918.318,922.038,3.72,osoba1
osoba1,923.064,923.998,0.934,osoba1
osoba1,927.309,927.58,0.271,osoba1
osoba1,932.512,932.697,0.185,osoba1
osoba2,29.409,32.152,2.743,osoba2
osoba2,33.4,33.785,0.385,osoba2
osoba2,36.101,36.702,0.601,osoba2
osoba2,93.393,101.231,7.838,osoba2
osoba2,103.423,125.612,22.189,osoba2
osoba2,126.95,127.626,0.676,osoba2
osoba2,138.443,139.85,1.407,osoba2
osoba2,142.194,142.846,0.652,osoba2
osoba2,157.704,161.067,3.363,osoba2
osoba2,176.522,180.203,3.681,osoba2
osoba2,191.196,192.729,1.533,osoba2
