Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,0.65,0.854,0.204,osoba1
osoba1,96.751,97.671,0.92,osoba1
osoba1,181.312,188.357,7.045,osoba1
osoba1,215.336,215.603,0.267,osoba1
osoba1,217.245,224.143,6.898,osoba1
osoba1,360.296,363.143,2.847,osoba1
osoba1,364.926,371.334,6.408,osoba1
osoba1,381.366,384.585,3.219,osoba1
osoba1,386.635,387.373,0.738,osoba1
osoba1,398.855,414.203,15.348,osoba1
osoba1,416.668,427.994,11.326,osoba1
osoba1,429.189,483.023,53.834,osoba1
osoba1,485.897,486.144,0.247,osoba1
osoba1,487.19,488.815,1.625,osoba1
osoba1,490.034,491.223,1.189,osoba1
osoba1,493.978,495.251,1.273,osoba1
osoba1,496.379,499.601,3.222,osoba1
osoba1,501.862,503.595,1.733,osoba1
osoba1,511.239,511.526,0.287,osoba1
osoba1,516.124,516.239,0.115,osoba1
osoba1,533.833,558.556,24.723,osoba1
osoba1,563.159,563.343,0.184,osoba1
osoba1,596.077,599.028,2.951,osoba1
osoba1,606.175,624.671,18.496,osoba1
osoba1,626.206,627.036,0.83,osoba1
osoba1,663.045,678.67,15.625,osoba1
osoba1,684.329,684.579,0.25,osoba1
osoba1,724.65,733.118,8.468,osoba1
osoba1,734.224,783.306,49.082,osoba1
osoba1,787.142,790.943,3.801,osoba1
osoba1,793.328,794.196,0.868,osoba1
osoba1,796.121,806.122,10.001,osoba1
osoba1,910.13,919.242,9.112,osoba1
osoba1,932.547,933.828,1.281,osoba1
osoba1,938.283,972.836,34.553,osoba1
osoba1,985.152,985.447,0.295,osoba1
osoba2,27.302,27.539,0.237,osoba2
osoba2,45.11,47.14,2.03,osoba2
osoba2,49.042,50.569,1.527,osoba2
osoba2,53.399,55.618,2.219,osoba2
osoba2,56.695,59.484,2.789,osoba2
osoba2,64.378,67.454,3.076,osoba2
osoba2,69.91,94.241,24.331,osoba2
osoba2,98.831,103.901,5.07,osoba2
osoba2,109.405,117.009,7.604,osoba2
osoba2,122.338,122.444,0.106,osoba2
osoba2,134.126,135.177,1.051,osoba2
osoba2,141.783,142.099,0.316,osoba2
osoba2,154.03,154.176,0.146,osoba2
osoba2,169.677,169.911,0.234,osoba2
osoba2,174.587,178.209,3.622,osoba2
osoba2,180.008,180.95,0.942,osoba2
osoba2,250.84,255.234,4.394,osoba2
osoba2,267.865,272.058,4.193,osoba2
osoba2,273.811,273.941,0.13,osoba2
osoba2,279.038,312.348,33.31,osoba2
osoba2,313.521,322.484,8.963,osoba2
osoba2,323.505,331.402,7.897,osoba2
osoba2,333.33,342.291,8.961,osoba2
osoba2,343.448,348.251,4.803,osoba2
osoba2,374.106,377.7,3.594,osoba2
osoba2,389.092,399.018,9.926,osoba2
osoba2,400.216,401.522,1.306,osoba2
osoba2,402.742,402.887,0.145,osoba2
osoba2,413.122,413.364,0.242,osoba2
osoba2,414.766,416.272,1.506,osoba2
osoba2,420.259,420.374,0.115,osoba2
osoba2,427.456,427.564,0.108,osoba2
osoba2,435.982,436.425,0.443,osoba2
osoba2,437.874,438.021,0.147,osoba2
osoba2,442.832,443.274,0.442,osoba2
osoba2,453.67,453.861,0.191,osoba2
osoba2,483.652,485.15,1.498,osoba2
osoba2,486.846,489.081,2.235,osoba2
osoba2,497.386,502.948,5.562,osoba2
osoba2,557.725,557.959,0.234,osoba2
osoba2,579.545,580.605,1.06,osoba2
osoba2,582.843,586.988,4.145,osoba2
osoba2,619.85,620.259,0.409,osoba2
osoba2,627.679,627.845,0.166,osoba2
osoba2,680.68,697.148,16.468,osoba2
osoba2,698.622,701.3,2.678,osoba2
osoba2,703.529,716.403,12.874,osoba2
osoba2,723.268,724.52,1.252,osoba2
osoba2,739.171,739.525,0.354,osoba2
osoba2,785.134,786.964,1.83,osoba2
osoba2,791.48,793.515,2.035,osoba2
osoba2,795.136,795.242,0.106,osoba2
osoba2,830.98,831.161,0.181,osoba2
osoba2,834.34,834.491,0.151,osoba2
osoba2,847.06,847.194,0.134,osoba2
osoba2,849.033,855.151,6.118,osoba2
osoba2,858.065,858.602,0.537,osoba2
