Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,2.972,4.391,1.419,osoba1
osoba1,5.597,6.731,1.134,osoba1
osoba1,30.749,30.993,0.244,osoba1
osoba1,33.689,34.218,0.529,osoba1
osoba1,36.028,47.807,11.779,osoba1
osoba1,52.405,52.576,0.171,osoba1
osoba1,54.523,55.061,0.538,osoba1
osoba1,59.205,62.772,3.567,osoba1
osoba1,64.112,65.589,1.477,osoba1
osoba1,69.008,69.137,0.129,osoba1
osoba1,73.183,73.301,0.118,osoba1
osoba1,77.703,80.94,3.237,osoba1
osoba1,82.653,91.691,9.038,osoba1
osoba1,94.886,103.82,8.934,osoba1
osoba1,131.717,132.073,0.356,osoba1
osoba1,145.136,146.054,0.918,osoba1
osoba1,164.564,166.685,2.121,osoba1
osoba1,172.834,176.154,3.32,osoba1
osoba1,185.858,186.012,0.154,osoba1
osoba1,190.32,191.779,1.459,osoba1
osoba1,194.168,195.548,1.38,osoba1
osoba1,202.199,206.121,3.922,osoba1
osoba1,209.682,210.16,0.478,osoba1
osoba1,211.839,213.059,1.22,osoba1
osoba1,220.231,221.011,0.78,osoba1
osoba1,223.014,223.274,0.26,osoba1
osoba1,224.417,225.773,1.356,osoba1
osoba1,227.408,234.79,7.382,osoba1
osoba1,236.523,246.227,9.704,osoba1
osoba1,248.647,250.622,1.975,osoba1
osoba1,257.638,261.591,3.953,osoba1
osoba1,279.308,279.53,0.222,osoba1
osoba1,286.255,289.047,2.792,osoba1
osoba1,293.518,296.523,3.005,osoba1
osoba1,298.574,298.764,0.19,osoba1
osoba1,348.899,350.192,1.293,osoba1
osoba1,351.813,352.338,0.525,osoba1
osoba1,356.817,357.1,0.283,osoba1
osoba1,359.202,361.171,1.969,osoba1
osoba1,453.056,453.158,0.102,osoba1
osoba1,466.888,467.476,0.588,osoba1
osoba1,468.932,470.601,1.669,osoba1
osoba1,472.617,473.769,1.152,osoba1
osoba1,525.798,526.652,0.854,osoba1
osoba1,589.502,592.11,2.608,osoba1
osoba1,601.719,601.948,0.229,osoba1
osoba1,603.077,603.398,0.321,osoba1
osoba1,619.825,621.25,1.425,osoba1
osoba1,648.048,648.199,0.151,osoba1
osoba1,681.309,684.057,2.748,osoba1
osoba1,685.581,685.704,0.123,osoba1
osoba1,715.769,727.744,11.975,osoba1
osoba1,729.586,730.768,1.182,osoba1
osoba1,756.545,758.441,1.896,osoba1
osoba1,764.517,771.567,7.05,osoba1
osoba1,777.008,781.936,4.928,osoba1
osoba1,782.953,785.283,2.33,osoba1
osoba1,787.508,792.744,5.236,osoba1
osoba1,793.884,808.837,14.953,osoba1
osoba1,809.989,810.502,0.513,osoba1
osoba1,812.769,814.65,1.881,osoba1
osoba1,816.05,816.441,0.391,osoba1
osoba1,817.766,820.984,3.218,osoba1
osoba1,822.341,839.12,16.779,osoba1
osoba1,840.619,841.751,1.132,osoba1
osoba1,844.109,845.208,1.099,osoba1
osoba1,847.738,850.279,2.541,osoba1
osoba1,852.05,854.719,2.669,osoba1
osoba1,855.898,856.152,0.254,osoba1
osoba1,860.017,868.211,8.194,osoba1
osoba1,870.001,891.168,21.167,osoba1
osoba1,894.232,896.59,2.358,osoba1
osoba1,903.281,906.937,3.656,osoba1
osoba1,912.865,919.97,7.105,osoba1
osoba1,922.712,923.385,0.673,osoba1
osoba1,926.995,928.478,1.483,osoba1
osoba1,941.846,942.995,1.149,osoba1
osoba1,949.869,966.79,16.921,osoba1
osoba1,968.358,968.624,0.266,osoba1
osoba1,970.337,970.802,0.465,osoba1
osoba2,34.885,35.383,0.498,osoba2
osoba2,48.472,48.804,0.332,osoba2
osoba2,65.233,68.064,2.831,osoba2
osoba2,75.114,75.667,0.553,osoba2
osoba2,92.192,92.791,0.599,osoba2
osoba2,113.876,114.292,0.416,osoba2
osoba2,116.851,116.983,0.132,osoba2
osoba2,123.411,124.859,1.448,osoba2
osoba2,127.646,128.209,0.563,osoba2
osoba2,131.276,131.479,0.203,osoba2
osoba2,144.218,145.428,1.21,osoba2
osoba2,161.756,161.871,0.115,osoba2
osoba2,170.586,171.192,0.606,osoba2
osoba2,174.599,175.11,0.511,osoba2
osoba2,177.318,177.563,0.245,osoba2
osoba2,180.476,180.601,0.125,osoba2
osoba2,182.25,183.42,1.17,osoba2
osoba2,185.23,186.165,0.935,osoba2
osoba2,187.879,189.288,1.409,osoba2
osoba2,192.556,192.733,0.177,osoba2
osoba2,199.326,201.289,1.963,osoba2
osoba2,207.134,207.755,0.621,osoba2
osoba2,216.919,218.311,1.392,osoba2
osoba2,220.378,222.083,1.705,osoba2
osoba2,225.296,225.418,0.122,osoba2
osoba2,247.306,247.911,0.605,osoba2
osoba2,276.166,276.909,0.743,osoba2
osoba2,286.427,287.39,0.963,osoba2
osoba2,303.882,309.908,6.026,osoba2
osoba2,311.714,311.947,0.233,osoba2
osoba2,322.061,324.105,2.044,osoba2
osoba2,353.723,356.034,2.311,osoba2
osoba2,363.213,364.085,0.872,osoba2
osoba2,369.034,371.102,2.068,osoba2
osoba2,388.796,389.279,0.483,osoba2
osoba2,395.262,395.417,0.155,osoba2
osoba2,425.864,426.045,0.181,osoba2
osoba2,460.643,466.698,6.055,osoba2
osoba2,467.923,468.511,0.588,osoba2
osoba2,471.777,472.35,0.573,osoba2
osoba2,473.899,474.252,0.353,osoba2
osoba2,478.194,478.413,0.219,osoba2
osoba2,495.089,495.235,0.146,osoba2
osoba2,506.251,512.21,5.959,osoba2
osoba2,520.222,520.847,0.625,osoba2
osoba2,532.611,532.719,0.108,osoba2
osoba2,534.552,538.537,3.985,osoba2
osoba2,539.688,540.046,0.358,osoba2
osoba2,545.88,546.075,0.195,osoba2
osoba2,554.773,556.875,2.102,osoba2
osoba2,579.927,585.587,5.66,osoba2
osoba2,602.797,605.082,2.285,osoba2
osoba2,616.868,617.04,0.172,osoba2
osoba2,619.278,620.24,0.962,osoba2
osoba2,649.569,668.964,19.395,osoba2
osoba2,670.214,670.39,0.176,osoba2
osoba2,732.488,734.602,2.114,osoba2
osoba2,738.368,740.949,2.581,osoba2
osoba2,742.366,744.374,2.008,osoba2
osoba2,749.439,750.332,0.893,osoba2
osoba2,752.502,753.284,0.782,osoba2
osoba2,758.934,759.075,0.141,osoba2
osoba2,781.128,783.482,2.354,osoba2
osoba2,786.414,787.386,0.972,osoba2
osoba2,792.909,794.754,1.845,osoba2
osoba2,803.134,803.239,0.105,osoba2
osoba2,811.807,815.696,3.889,osoba2
osoba2,820.179,821.117,0.938,osoba2
osoba2,837.051,837.198,0.147,osoba2
osoba2,842.497,843.587,1.09,osoba2
osoba2,856.088,860.16,4.072,osoba2
osoba2,869.967,870.131,0.164,osoba2
osoba2,892.349,903.427,11.078,osoba2
osoba2,904.757,907.576,2.819,osoba2
osoba2,912.942,913.183,0.241,osoba2
osoba2,922.686,927.586,4.9,osoba2
osoba2,928.999,940.605,11.606,osoba2
osoba2,943.349,948.573,5.224,osoba2
osoba2,963.677,964.435,0.758,osoba2
osoba3,11.406,11.616,0.21,osoba3
osoba3,51.849,53.67,1.821,osoba3
osoba3,55.86,58.153,2.293,osoba3
osoba3,63.418,63.682,0.264,osoba3
osoba3,65.577,65.695,0.118,osoba3
osoba3,69.087,71.636,2.549,osoba3
osoba3,77.031,77.64,0.609,osoba3
osoba3,139.44,141.082,1.642,osoba3
osoba3,145.614,147.405,1.791,osoba3
osoba3,149.224,149.844,0.62,osoba3
osoba3,155.473,157.636,2.163,osoba3
osoba3,160.427,160.689,0.262,osoba3
osoba3,202.961,203.315,0.354,osoba3
osoba3,207.274,209.769,2.495,osoba3
osoba3,212.919,216.114,3.195,osoba3
osoba3,218.023,219.787,1.764,osoba3
osoba3,222.668,223.87,1.202,osoba3
osoba3,225.34,226.309,0.969,osoba3
osoba3,234.537,235.456,0.919,osoba3
osoba3,236.706,237.814,1.108,osoba3
osoba3,252.345,256.184,3.839,osoba3
osoba3,258.586,258.844,0.258,osoba3
osoba3,263.908,265.925,2.017,osoba3
osoba3,291.563,292.065,0.502,osoba3
osoba3,293.72,295.812,2.092,osoba3
osoba3,315.929,316.81,0.881,osoba3
osoba3,317.843,318.439,0.596,osoba3
osoba3,333.733,336.382,2.649,osoba3
osoba3,354.229,354.467,0.238,osoba3
osoba3,368.113,368.607,0.494,osoba3
osoba3,377.952,381.637,3.685,osoba3
osoba3,386.634,387.492,0.858,osoba3
osoba3,396.365,397.015,0.65,osoba3
osoba3,398.383,398.811,0.428,osoba3
osoba3,402.164,405.058,2.894,osoba3
osoba3,406.557,407.071,0.514,osoba3
osoba3,414.391,415.772,1.381,osoba3
osoba3,424.322,424.941,0.619,osoba3
osoba3,427.867,432.989,5.122,osoba3
osoba3,435.26,435.418,0.158,osoba3
