Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,9.94,10.836,0.896,osoba1
osoba1,66.985,67.721,0.736,osoba1
osoba1,70.438,71.464,1.026,osoba1
osoba1,93.179,94.356,1.177,osoba1
osoba1,97.853,98.517,0.664,osoba1
osoba1,107.799,111.861,4.062,osoba1
osoba1,117.713,117.887,0.174,osoba1
osoba1,158.848,159.498,0.65,osoba1
osoba1,171.181,174.785,3.604,osoba1
osoba1,176.394,188.703,12.309,osoba1
osoba1,190.281,191.362,1.081,osoba1
osoba1,192.503,193.469,0.966,osoba1
osoba1,194.552,196.172,1.62,osoba1
osoba1,207.826,207.941,0.115,osoba1
osoba1,213.188,215.068,1.88,osoba1
osoba1,216.656,219.06,2.404,osoba1
osoba1,259.498,263.226,3.728,osoba1
osoba1,264.579,267.363,2.784,osoba1
osoba1,269.103,274.11,5.007,osoba1
osoba1,276.594,276.889,0.295,osoba1
osoba1,298.593,308.846,10.253,osoba1
osoba1,309.899,311.71,1.811,osoba1
osoba1,429.872,430.583,0.711,osoba1
osoba1,449.007,452.003,2.996,osoba1
osoba1,453.219,465.807,12.588,osoba1
osoba1,467.397,469.949,2.552,osoba1
osoba1,473.085,474.912,1.827,osoba1
osoba1,476.029,498.965,22.936,osoba1
osoba1,500.099,501.213,1.114,osoba1
osoba1,502.33,506.669,4.339,osoba1
osoba1,507.775,512.221,4.446,osoba1
osoba1,513.268,514.637,1.369,osoba1
osoba1,551.884,556.095,4.211,osoba1
osoba1,557.747,572.002,14.255,osoba1
osoba1,672.462,698.743,26.281,osoba1
osoba1,718.485,720.836,2.351,osoba1
osoba1,734.336,735.522,1.186,osoba1
osoba1,739.627,744.129,4.502,osoba1
osoba1,753.109,753.43,0.321,osoba1
osoba1,934.864,966.471,31.607,osoba1
osoba1,967.504,974.708,7.204,osoba1
osoba1,993.072,994.284,1.212,osoba1
osoba2,64.991,65.965,0.974,osoba2
osoba2,70.363,70.611,0.248,osoba2
osoba2,72.747,73.745,0.998,osoba2
osoba2,81.744,82.948,1.204,osoba2
osoba2,94.084,94.638,0.554,osoba2
osoba2,98.964,99.188,0.224,osoba2
osoba2,102.496,104.878,2.382,osoba2
osoba2,106.631,108.263,1.632,osoba2
osoba2,112.369,113.691,1.322,osoba2
osoba2,114.791,116.456,1.665,osoba2
osoba2,118.554,118.835,0.281,osoba2
osoba2,144.189,148.311,4.122,osoba2
osoba2,149.798,151.504,1.706,osoba2
osoba2,156.767,156.873,0.106,osoba2
osoba2,158.51,161.774,3.264,osoba2
osoba2,182.565,182.718,0.153,osoba2
osoba2,215.806,215.999,0.193,osoba2
