Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,22.295,22.602,0.307,osoba1
osoba1,26.722,27.795,1.073,osoba1
osoba1,35.248,36.363,1.115,osoba1
osoba1,44.253,50.414,6.161,osoba1
osoba1,60.047,60.404,0.357,osoba1
osoba1,79.654,84.889,5.235,osoba1
osoba1,86.594,86.965,0.371,osoba1
osoba1,89.509,91.249,1.74,osoba1
osoba1,96.71,96.931,0.221,osoba1
osoba1,101.349,101.457,0.108,osoba1
osoba1,102.653,118.099,15.446,osoba1
osoba1,119.783,125.207,5.424,osoba1
osoba1,132.065,132.47,0.405,osoba1
osoba1,142.149,142.468,0.319,osoba1
osoba1,146.571,146.819,0.248,osoba1
osoba1,170.329,170.569,0.24,osoba1
osoba1,183.397,185.155,1.758,osoba1
osoba1,203.329,204.225,0.896,osoba1
osoba1,267.685,267.848,0.163,osoba1
osoba1,276.148,276.46,0.312,osoba1
osoba1,299.574,299.779,0.205,osoba1
osoba1,366.378,366.652,0.274,osoba1
osoba1,405.221,405.398,0.177,osoba1
osoba1,409.94,410.109,0.169,osoba1
osoba1,477.549,477.769,0.22,osoba1
osoba1,514.858,515.25,0.392,osoba1
osoba1,534.858,535.296,0.438,osoba1
osoba1,558.163,558.315,0.152,osoba1
osoba1,573,573.217,0.217,osoba1
osoba1,578.336,580.812,2.476,osoba1
osoba1,588.537,591.804,3.267,osoba1
osoba1,604.113,604.421,0.308,osoba1
osoba1,618.712,618.999,0.287,osoba1
osoba1,640.256,640.545,0.289,osoba1
osoba1,649.612,650.261,0.649,osoba1
osoba1,653.469,653.582,0.113,osoba1
osoba1,654.724,655.096,0.372,osoba1
osoba1,680.866,681.804,0.938,osoba1
osoba1,688.014,688.129,0.115,osoba1
osoba1,690.986,691.619,0.633,osoba1
osoba1,693.202,693.738,0.536,osoba1
osoba1,705.916,706.533,0.617,osoba1
osoba1,716.748,717.65,0.902,osoba1
osoba1,720.856,721.341,0.485,osoba1
osoba1,759.407,759.531,0.124,osoba1
osoba1,763.098,766.149,3.051,osoba1
osoba1,801.835,801.964,0.129,osoba1
osoba1,842.275,842.801,0.526,osoba1
osoba1,848.287,849.525,1.238,osoba1
osoba1,858.435,858.747,0.312,osoba1
osoba1,865.553,870.361,4.808,osoba1
osoba1,879.107,879.378,0.271,osoba1
osoba1,881.82,882.156,0.336,osoba1
osoba1,889.283,891.484,2.201,osoba1
osoba1,894.229,894.978,0.749,osoba1
osoba1,896.745,897.281,0.536,osoba1
osoba1,899.404,903.306,3.902,osoba1
osoba1,905.128,907.421,2.293,osoba1
osoba1,908.994,913.84,4.846,osoba1
osoba1,919.867,920.358,0.491,osoba1
osoba1,936.615,936.794,0.179,osoba1
osoba1,943.384,943.553,0.169,osoba1
osoba1,956.773,958.952,2.179,osoba1
osoba1,971.043,971.3,0.257,osoba1
osoba1,980.188,981.066,0.878,osoba1
osoba1,1005.293,1005.501,0.208,osoba1
osoba1,1013.803,1014.021,0.218,osoba1
osoba1,1046.472,1049.754,3.282,osoba1
osoba1,1054.202,1069.208,15.006,osoba1
osoba1,1079.02,1079.47,0.45,osoba1
osoba1,1083.266,1083.525,0.259,osoba1
osoba1,1111.06,1111.282,0.222,osoba1
osoba1,1119.437,1119.802,0.365,osoba1
osoba1,1126.963,1198.846,71.883,osoba1
osoba1,1203.175,1203.323,0.148,osoba1
osoba1,1204.702,1205.547,0.845,osoba1
osoba1,1225.563,1241.141,15.578,osoba1
osoba1,1242.59,1242.808,0.218,osoba1
osoba1,1246.788,1247.037,0.249,osoba1
osoba1,1257.755,1258.02,0.265,osoba1
osoba1,1260.5,1270.612,10.112,osoba1
osoba1,1271.964,1272.352,0.388,osoba1
osoba1,1277.216,1283.054,5.838,osoba1
osoba1,1285.699,1285.951,0.252,osoba1
osoba1,1287.952,1288.255,0.303,osoba1
osoba1,1290.528,1291.014,0.486,osoba1
osoba1,1292.785,1293.02,0.235,osoba1
osoba1,1347.797,1347.938,0.141,osoba1
osoba1,1354.655,1355.828,1.173,osoba1
osoba1,1404.92,1405.132,0.212,osoba1
osoba1,1490.56,1490.813,0.253,osoba1
osoba2,24.598,26.356,1.758,osoba2
osoba2,33.462,34.677,1.215,osoba2
osoba2,41.049,42.218,1.169,osoba2
osoba2,64.259,65.22,0.961,osoba2
osoba2,72.52,76.542,4.022,osoba2
osoba2,80.471,80.674,0.203,osoba2
osoba2,82.273,82.384,0.111,osoba2
osoba2,98.271,99.345,1.074,osoba2
osoba2,101.022,101.583,0.561,osoba2
osoba2,132.144,132.424,0.28,osoba2
osoba2,133.663,137.235,3.572,osoba2
osoba2,138.523,145.821,7.298,osoba2
osoba2,147.942,148.31,0.368,osoba2
osoba2,154.878,156.063,1.185,osoba2
osoba2,164.561,164.669,0.108,osoba2
osoba2,166.052,166.376,0.324,osoba2
osoba2,167.996,169.398,1.402,osoba2
osoba2,172.796,172.964,0.168,osoba2
osoba2,174.639,174.787,0.148,osoba2
osoba2,183.056,183.814,0.758,osoba2
osoba2,200.929,201.541,0.612,osoba2
osoba2,205.437,234.734,29.297,osoba2
osoba2,237.608,254.321,16.713,osoba2
osoba2,258.027,267.1,9.073,osoba2
osoba2,268.733,275.825,7.092,osoba2
osoba2,277.076,278.262,1.186,osoba2
osoba2,281.445,282.337,0.892,osoba2
osoba2,284.266,298.693,14.427,osoba2
osoba2,302.344,302.629,0.285,osoba2
osoba2,305.586,307.072,1.486,osoba2
osoba2,314.769,316.139,1.37,osoba2
osoba2,319.106,338.212,19.106,osoba2
osoba2,343.307,366.717,23.41,osoba2
osoba2,376.164,376.434,0.27,osoba2
osoba2,380.303,381.131,0.828,osoba2
osoba2,382.778,411.884,29.106,osoba2
osoba2,416.846,436.126,19.28,osoba2
osoba2,437.224,473.41,36.186,osoba2
osoba2,475.04,479.144,4.104,osoba2
osoba2,484.248,486.299,2.051,osoba2
osoba2,491.875,494.091,2.216,osoba2
osoba2,495.26,514.013,18.753,osoba2
osoba2,516.096,520.217,4.121,osoba2
osoba2,523.391,524.173,0.782,osoba2
osoba2,536.876,539.209,2.333,osoba2
osoba2,543.083,543.863,0.78,osoba2
osoba2,549.736,551.543,1.807,osoba2
osoba2,558.957,559.395,0.438,osoba2
osoba2,561.573,562.566,0.993,osoba2
osoba2,564.284,564.631,0.347,osoba2
osoba2,566.202,566.416,0.214,osoba2
osoba2,594.787,594.95,0.163,osoba2
osoba2,618.73,620.653,1.923,osoba2
osoba2,633.243,634.908,1.665,osoba2
osoba2,639.621,639.766,0.145,osoba2
osoba2,644.785,644.898,0.113,osoba2
osoba2,651.736,652.077,0.341,osoba2
osoba2,659.264,667.881,8.617,osoba2
osoba2,674.506,674.672,0.166,osoba2
osoba2,676.909,677.355,0.446,osoba2
osoba2,695.088,695.466,0.378,osoba2
osoba2,701.292,701.788,0.496,osoba2
osoba2,721.325,721.574,0.249,osoba2
osoba2,724.078,724.586,0.508,osoba2
osoba2,728.898,730.664,1.766,osoba2
osoba2,731.99,732.439,0.449,osoba2
osoba2,739.293,739.483,0.19,osoba2
osoba2,742.467,743.451,0.984,osoba2
osoba2,799.43,800.94,1.51,osoba2
osoba2,807.919,808.726,0.807,osoba2
osoba2,810.514,810.703,0.189,osoba2
osoba2,813.875,814.634,0.759,osoba2
osoba2,816.583,816.739,0.156,osoba2
osoba2,820.089,820.751,0.662,osoba2
osoba2,827.143,827.423,0.28,osoba2
osoba2,833.849,834.574,0.725,osoba2
osoba2,837.042,837.651,0.609,osoba2
osoba2,840.975,842.077,1.102,osoba2
osoba2,847.37,847.689,0.319,osoba2
osoba2,853.712,854.055,0.343,osoba2
osoba2,859.045,859.639,0.594,osoba2
osoba2,930.351,931.718,1.367,osoba2
osoba2,933.32,933.942,0.622,osoba2
osoba2,935.446,935.589,0.143,osoba2
osoba2,943.455,956.798,13.343,osoba2
osoba2,958.305,980.793,22.488,osoba2
osoba2,981.845,1017.416,35.571,osoba2
osoba2,1018.995,1043.255,24.26,osoba2
osoba2,1044.479,1044.589,0.11,osoba2
osoba2,1053.337,1053.688,0.351,osoba2
osoba2,1059.881,1060.446,0.565,osoba2
osoba2,1062.426,1063.24,0.814,osoba2
osoba2,1070.198,1100.187,29.989,osoba2
osoba2,1101.817,1118.592,16.775,osoba2
osoba2,1119.745,1122.337,2.592,osoba2
osoba2,1124.048,1126.108,2.06,osoba2
osoba2,1137.088,1137.258,0.17,osoba2
osoba2,1162.06,1162.329,0.269,osoba2
osoba2,1167.999,1168.111,0.112,osoba2
osoba2,1191.234,1191.385,0.151,osoba2
osoba2,1193.095,1193.248,0.153,osoba2
osoba2,1200.804,1218.775,17.971,osoba2
osoba2,1220.213,1225.548,5.335,osoba2
osoba2,1228.279,1228.405,0.126,osoba2
osoba2,1246.88,1259.176,12.296,osoba2
osoba2,1271.38,1271.736,0.356,osoba2
osoba2,1275.148,1276.437,1.289,osoba2
osoba2,1289.054,1289.169,0.115,osoba2
osoba2,1396.44,1396.612,0.172,osoba2
osoba2,1399.962,1400.109,0.147,osoba2
osoba2,1405.885,1406.169,0.284,osoba2
osoba2,1412.661,1417.333,4.672,osoba2
osoba2,1446.773,1446.897,0.124,osoba2
osoba3,27.667,28.171,0.504,osoba3
osoba3,31.128,31.803,0.675,osoba3
osoba3,37.317,41.794,4.477,osoba3
osoba3,43.014,43.212,0.198,osoba3
osoba3,53.342,58.902,5.56,osoba3
osoba3,60.103,61.145,1.042,osoba3
osoba3,68.323,74.214,5.891,osoba3
osoba3,79.843,80.061,0.218,osoba3
osoba3,86.891,88.391,1.5,osoba3
osoba3,92.943,94.086,1.143,osoba3
osoba3,98.41,98.925,0.515,osoba3
osoba3,100.001,100.145,0.144,osoba3
osoba3,129.838,131.272,1.434,osoba3
osoba3,144.335,145.015,0.68,osoba3
osoba3,158.09,162.509,4.419,osoba3
osoba3,235.635,237.977,2.342,osoba3
osoba3,242.166,242.291,0.125,osoba3
osoba3,246.377,246.547,0.17,osoba3
osoba3,254.32,258.809,4.489,osoba3
osoba3,267.79,268.027,0.237,osoba3
osoba3,279.558,280.641,1.083,osoba3
osoba3,281.838,282.636,0.798,osoba3
osoba3,299.829,301.63,1.801,osoba3
osoba3,304.909,305.357,0.448,osoba3
osoba3,312.771,312.962,0.191,osoba3
osoba3,314.684,314.997,0.313,osoba3
osoba3,316.404,318.25,1.846,osoba3
osoba3,326.696,326.911,0.215,osoba3
osoba3,339.256,339.403,0.147,osoba3
osoba3,340.819,341.136,0.317,osoba3
osoba3,368.694,370.677,1.983,osoba3
osoba3,371.703,375.118,3.415,osoba3
osoba3,377.25,378.869,1.619,osoba3
osoba3,413.472,416.218,2.746,osoba3
osoba3,475.272,475.378,0.106,osoba3
osoba3,480.108,491.211,11.103,osoba3
osoba3,533.012,533.135,0.123,osoba3
osoba3,546.303,546.69,0.387,osoba3
osoba3,578.549,579.404,0.855,osoba3
osoba3,859.378,860.787,1.409,osoba3
osoba3,882.734,883.417,0.683,osoba3
osoba3,933.18,934.11,0.93,osoba3
osoba3,982.021,982.751,0.73,osoba3
osoba3,1017.267,1018.217,0.95,osoba3
osoba3,1020.637,1020.772,0.135,osoba3
osoba3,1244.152,1246.102,1.95,osoba3
osoba3,1284.229,1286.977,2.748,osoba3
osoba3,1297.858,1318.586,20.728,osoba3
osoba3,1319.712,1323.298,3.586,osoba3
osoba3,1326.253,1335.431,9.178,osoba3
osoba3,1337.582,1338.788,1.206,osoba3
osoba3,1340.032,1346.588,6.556,osoba3
osoba3,1347.652,1351.244,3.592,osoba3
osoba3,1357.175,1360.238,3.063,osoba3
osoba3,1361.34,1373.431,12.091,osoba3
osoba3,1374.699,1375.965,1.266,osoba3
osoba3,1381.218,1400.726,19.508,osoba3
osoba3,1405.16,1409.472,4.312,osoba3
osoba3,1410.66,1411.495,0.835,osoba3
osoba3,1416.936,1418.127,1.191,osoba3
osoba3,1419.852,1467.917,48.065,osoba3
osoba3,1469.465,1471.259,1.794,osoba3
osoba3,1473.222,1484.418,11.196,osoba3
osoba3,1486.458,1487.992,1.534,osoba3
osoba4,163.719,166.566,2.847,osoba4
osoba4,180.269,182.78,2.511,osoba4
osoba4,194.469,202.957,8.488,osoba4
osoba4,210.161,210.601,0.44,osoba4
osoba4,215.486,215.927,0.441,osoba4
osoba4,227.494,227.776,0.282,osoba4
osoba4,502.023,504.048,2.025,osoba4
osoba4,507.798,509.302,1.504,osoba4
osoba4,511.885,514.674,2.789,osoba4
osoba4,525.924,533.071,7.147,osoba4
osoba4,550.985,557.571,6.586,osoba4
osoba4,559.889,572.006,12.117,osoba4
osoba4,573.561,575.433,1.872,osoba4
osoba4,577.35,578.433,1.083,osoba4
osoba4,597.662,599.601,1.939,osoba4
osoba4,605.777,606.598,0.821,osoba4
osoba4,608.292,609.822,1.53,osoba4
osoba4,849.689,858.288,8.599,osoba4
osoba4,859.305,859.687,0.382,osoba4
osoba4,861.636,861.952,0.316,osoba4
osoba4,870.218,878.346,8.128,osoba4
osoba4,884.576,885.471,0.895,osoba4
osoba4,893.934,896.026,2.092,osoba4
osoba4,898.479,898.617,0.138,osoba4
osoba4,904.08,905.428,1.348,osoba4
osoba4,908.386,908.783,0.397,osoba4
osoba4,912.609,913.402,0.793,osoba4
osoba4,935.436,935.922,0.486,osoba4
osoba4,937.743,939.381,1.638,osoba4
osoba4,941.081,942.858,1.777,osoba4
osoba4,946.726,946.98,0.254,osoba4
osoba4,980.609,980.887,0.278,osoba4
osoba4,1016.704,1017.555,0.851,osoba4
osoba4,1018.7,1019.132,0.432,osoba4
osoba4,1044.377,1044.515,0.138,osoba4
osoba4,1053.365,1053.741,0.376,osoba4
osoba4,1062.693,1063.189,0.496,osoba4
osoba4,1070.077,1070.238,0.161,osoba4
osoba4,1079.844,1080.456,0.612,osoba4
osoba4,1122.601,1124.268,1.667,osoba4
osoba4,1192.267,1192.757,0.49,osoba4
osoba4,1197.697,1197.863,0.166,osoba4
osoba4,1203.623,1203.963,0.34,osoba4
osoba4,1205.323,1205.852,0.529,osoba4
osoba4,1219.423,1219.803,0.38,osoba4
osoba4,1221.957,1222.279,0.322,osoba4
osoba4,1225.325,1225.506,0.181,osoba4
osoba4,1243.949,1244.175,0.226,osoba4
osoba4,1253.066,1253.389,0.323,osoba4
osoba4,1255.056,1255.226,0.17,osoba4
osoba4,1258.214,1258.87,0.656,osoba4
osoba4,1260.132,1261.277,1.145,osoba4
osoba4,1271.495,1272.082,0.587,osoba4
osoba4,1273.27,1273.783,0.513,osoba4
osoba4,1276.147,1276.407,0.26,osoba4
osoba4,1282.847,1284.038,1.191,osoba4
osoba4,1289,1289.313,0.313,osoba4
osoba4,1306.879,1307.053,0.174,osoba4
osoba4,1312.236,1312.399,0.163,osoba4
osoba4,1324.488,1324.863,0.375,osoba4
osoba4,1340.194,1340.304,0.11,osoba4
osoba4,1349.845,1350.842,0.997,osoba4
osoba4,1352.053,1352.265,0.212,osoba4
osoba4,1355.564,1356.527,0.963,osoba4
osoba4,1364.607,1364.822,0.215,osoba4
osoba4,1372.482,1372.809,0.327,osoba4
osoba4,1376.735,1379.731,2.996,osoba4
osoba4,1380.813,1382.884,2.071,osoba4
osoba4,1391.162,1391.497,0.335,osoba4
osoba4,1409.999,1410.289,0.29,osoba4
osoba4,1446.705,1447.292,0.587,osoba4
osoba4,1461.473,1461.802,0.329,osoba4
osoba4,1465.801,1466.151,0.35,osoba4
osoba4,1472.016,1473.303,1.287,osoba4
osoba4,1483.326,1483.741,0.415,osoba4
eksperymentator,3.009,13.242,10.233,eksperymentator
eksperymentator,14.882,15.736,0.854,eksperymentator
eksperymentator,146.635,153.805,7.17,eksperymentator
eksperymentator,157.823,159.069,1.246,eksperymentator
eksperymentator,162.929,163.766,0.837,eksperymentator
eksperymentator,167.699,168.28,0.581,eksperymentator
eksperymentator,177.174,180.857,3.683,eksperymentator
eksperymentator,185.606,187.736,2.13,eksperymentator
eksperymentator,597.012,597.28,0.268,eksperymentator
eksperymentator,598.887,603.538,4.651,eksperymentator
eksperymentator,606.976,607.091,0.115,eksperymentator
eksperymentator,615.121,617.352,2.231,eksperymentator
eksperymentator,620.591,620.918,0.327,eksperymentator
eksperymentator,622.38,626.31,3.93,eksperymentator
eksperymentator,630.515,631.68,1.165,eksperymentator
eksperymentator,634.5,635.445,0.945,eksperymentator
eksperymentator,640.428,640.553,0.125,eksperymentator
eksperymentator,643.591,643.896,0.305,eksperymentator
eksperymentator,668.307,678.034,9.727,eksperymentator
eksperymentator,762.663,762.937,0.274,eksperymentator
eksperymentator,767.363,773.445,6.082,eksperymentator
eksperymentator,781.507,793.747,12.24,eksperymentator
eksperymentator,795.358,795.911,0.553,eksperymentator
eksperymentator,801.648,803.516,1.868,eksperymentator
eksperymentator,804.911,805.885,0.974,eksperymentator
eksperymentator,820.628,821.794,1.166,eksperymentator
eksperymentator,827.814,831.024,3.21,eksperymentator
eksperymentator,836.561,836.683,0.122,eksperymentator
eksperymentator,1487.347,1487.456,0.109,eksperymentator
eksperymentator,1491.526,1492.794,1.268,eksperymentator
eksperymentator,1493.995,1497.134,3.139,eksperymentator
