Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,25.179,30.359,5.18,osoba1
osoba1,34.03,50.485,16.455,osoba1
osoba1,74.383,91.942,17.559,osoba1
osoba1,93.064,115.158,22.094,osoba1
osoba1,212.823,253.16,40.337,osoba1
osoba1,256.594,261.855,5.261,osoba1
osoba1,264.695,302.32,37.625,osoba1
osoba1,307.319,317.416,10.097,osoba1
osoba1,318.473,338.332,19.859,osoba1
osoba1,342.852,343.633,0.781,osoba1
osoba1,347.147,358.876,11.729,osoba1
osoba1,407.45,407.939,0.489,osoba1
osoba1,428.54,429.029,0.489,osoba1
osoba1,431.375,470.715,39.34,osoba1
osoba1,471.911,488.408,16.497,osoba1
osoba1,491.269,491.688,0.419,osoba1
osoba1,505.899,506.029,0.13,osoba1
osoba1,507.831,507.956,0.125,osoba1
osoba1,509.124,512.627,3.503,osoba1
osoba1,530.635,536.203,5.568,osoba1
osoba1,537.417,555.661,18.244,osoba1
osoba1,579.17,579.387,0.217,osoba1
osoba1,607.226,611.041,3.815,osoba1
osoba1,629.215,630.305,1.09,osoba1
osoba1,633.019,635.091,2.072,osoba1
osoba1,637.097,637.213,0.116,osoba1
osoba1,649.193,651.264,2.071,osoba1
osoba1,658.418,663.088,4.67,osoba1
osoba1,678.959,683.086,4.127,osoba1
osoba1,686.726,686.945,0.219,osoba1
osoba1,691.299,692.51,1.211,osoba1
osoba1,695.037,727.019,31.982,osoba1
osoba1,728.388,738.745,10.357,osoba1
osoba1,740.376,755.164,14.788,osoba1
osoba1,796.27,796.406,0.136,osoba1
osoba1,802.955,803.489,0.534,osoba1
osoba1,811.666,812.626,0.96,osoba1
osoba1,832.002,834.197,2.195,osoba1
osoba1,854.129,855.08,0.951,osoba1
osoba1,859.888,860.722,0.834,osoba1
osoba1,863.944,885.667,21.723,osoba1
osoba1,888.766,900.409,11.643,osoba1
osoba1,921.912,922.888,0.976,osoba1
osoba1,937.278,938.275,0.997,osoba1
osoba1,1009.899,1014.057,4.158,osoba1
osoba1,1016.192,1016.379,0.187,osoba1
osoba1,1018.769,1018.932,0.163,osoba1
osoba1,1025.718,1026.123,0.405,osoba1
osoba1,1034.754,1040.506,5.752,osoba1
osoba1,1042.814,1043.797,0.983,osoba1
osoba1,1059.948,1066.469,6.521,osoba1
osoba1,1068.564,1070.66,2.096,osoba1
osoba1,1073.802,1075.698,1.896,osoba1
osoba1,1080.966,1095.533,14.567,osoba1
osoba1,1098.594,1104.243,5.649,osoba1
osoba1,1105.334,1106.802,1.468,osoba1
osoba1,1108.321,1112.255,3.934,osoba1
osoba1,1114.73,1115.604,0.874,osoba1
osoba1,1117.686,1124.439,6.753,osoba1
osoba1,1125.462,1130.342,4.88,osoba1
osoba1,1138.515,1138.787,0.272,osoba1
osoba1,1158.758,1159.016,0.258,osoba1
osoba1,1173.468,1178.566,5.098,osoba1
osoba1,1215.95,1222.658,6.708,osoba1
osoba1,1226.613,1240.641,14.028,osoba1
osoba1,1243.607,1245.115,1.508,osoba1
osoba2,21.56,21.938,0.378,osoba2
osoba2,24.013,25.722,1.709,osoba2
osoba2,31.107,31.913,0.806,osoba2
osoba2,65.368,65.764,0.396,osoba2
osoba2,69.329,71.645,2.316,osoba2
osoba2,78.382,79.742,1.36,osoba2
osoba2,92.796,93.3,0.504,osoba2
osoba2,109.033,110.311,1.278,osoba2
osoba2,130.145,132.828,2.683,osoba2
osoba2,136.642,136.792,0.15,osoba2
osoba2,147.107,147.771,0.664,osoba2
osoba2,156.035,157.775,1.74,osoba2
osoba2,164.276,168.254,3.978,osoba2
osoba2,174.782,177.11,2.328,osoba2
osoba2,199.109,200.31,1.201,osoba2
osoba2,202.108,206.298,4.19,osoba2
osoba2,207.362,211.893,4.531,osoba2
osoba2,228.969,229.619,0.65,osoba2
osoba2,254.602,255.339,0.737,osoba2
osoba2,265.284,266.657,1.373,osoba2
osoba2,403.126,403.248,0.122,osoba2
osoba2,407.401,408.862,1.461,osoba2
osoba2,423.702,426.601,2.899,osoba2
osoba2,428.244,431.199,2.955,osoba2
osoba2,436.053,436.829,0.776,osoba2
osoba2,455.564,455.761,0.197,osoba2
osoba2,485.543,485.813,0.27,osoba2
osoba2,488.665,491.286,2.621,osoba2
osoba2,508.617,510.255,1.638,osoba2
osoba2,512.028,512.129,0.101,osoba2
osoba2,515.077,515.45,0.373,osoba2
osoba2,536.891,539.128,2.237,osoba2
osoba2,546.811,547.911,1.1,osoba2
osoba2,563.958,567.165,3.207,osoba2
osoba2,572.37,578.068,5.698,osoba2
osoba2,579.276,580.828,1.552,osoba2
osoba2,584.935,595.558,10.623,osoba2
osoba2,596.744,601.597,4.853,osoba2
osoba2,603.374,604.345,0.971,osoba2
osoba2,607.328,608.16,0.832,osoba2
osoba2,610.5,624.715,14.215,osoba2
osoba2,985.341,986.075,0.734,osoba2
osoba2,987.267,988.993,1.726,osoba2
osoba2,992.801,996.096,3.295,osoba2
osoba2,1011.783,1012.169,0.386,osoba2
osoba2,1016.702,1018.392,1.69,osoba2
osoba2,1020.067,1024.798,4.731,osoba2
osoba2,1027.376,1030.509,3.133,osoba2
osoba2,1034.373,1034.733,0.36,osoba2
osoba2,1042.375,1045.609,3.234,osoba2
osoba2,1048.944,1051.011,2.067,osoba2
osoba2,1052.611,1053.964,1.353,osoba2
osoba2,1055.337,1055.968,0.631,osoba2
osoba2,1060.073,1060.902,0.829,osoba2
osoba2,1063.973,1064.115,0.142,osoba2
osoba2,1070.45,1071.827,1.377,osoba2
osoba2,1077.677,1080.154,2.477,osoba2
osoba2,1086.342,1086.875,0.533,osoba2
osoba2,1101.469,1101.692,0.223,osoba2
osoba2,1103.442,1104.224,0.782,osoba2
osoba2,1108.178,1108.964,0.786,osoba2
osoba2,1114.945,1116.119,1.174,osoba2
osoba2,1117.676,1117.857,0.181,osoba2
osoba2,1138.263,1138.599,0.336,osoba2
osoba2,1141.733,1143.617,1.884,osoba2
osoba2,1145.75,1146.901,1.151,osoba2
osoba2,1153.025,1155.948,2.923,osoba2
osoba2,1159.243,1159.575,0.332,osoba2
osoba2,1161.685,1162.931,1.246,osoba2
osoba2,1169.233,1172.126,2.893,osoba2
osoba2,1173.616,1173.807,0.191,osoba2
osoba2,1175.94,1177.439,1.499,osoba2
osoba2,1180.597,1196.537,15.94,osoba2
osoba2,1197.596,1199.299,1.703,osoba2
osoba2,1204.623,1215.152,10.529,osoba2
osoba2,1222.23,1226.078,3.848,osoba2
osoba2,1228.671,1228.805,0.134,osoba2
osoba2,1232.241,1233.167,0.926,osoba2
osoba2,1240.328,1242.243,1.915,osoba2
osoba2,1245.559,1245.77,0.211,osoba2
osoba2,1247.231,1255.052,7.821,osoba2
osoba2,1264.107,1264.795,0.688,osoba2
osoba2,1269.118,1269.265,0.147,osoba2
osoba2,1276.603,1277.392,0.789,osoba2
osoba2,1278.958,1280.77,1.812,osoba2
osoba2,1281.8,1282.601,0.801,osoba2
osoba3,21.249,21.717,0.468,osoba3
osoba3,22.758,22.964,0.206,osoba3
osoba3,24.258,24.371,0.113,osoba3
osoba3,31.022,31.555,0.533,osoba3
osoba3,53.35,61.255,7.905,osoba3
osoba3,62.272,68.805,6.533,osoba3
osoba3,74.248,74.446,0.198,osoba3
osoba3,83.573,83.793,0.22,osoba3
osoba3,105.841,106.543,0.702,osoba3
osoba3,109.847,110.267,0.42,osoba3
osoba3,117.204,117.852,0.648,osoba3
osoba3,119.375,124.264,4.889,osoba3
osoba3,129.34,129.76,0.42,osoba3
osoba3,136.115,136.392,0.277,osoba3
osoba3,148.694,149.207,0.513,osoba3
osoba3,158.324,159.149,0.825,osoba3
osoba3,164.641,165.087,0.446,osoba3
osoba3,170.041,173.108,3.067,osoba3
osoba3,192.506,192.869,0.363,osoba3
osoba3,199.498,200.657,1.159,osoba3
osoba3,202.714,203.762,1.048,osoba3
osoba3,210.151,210.401,0.25,osoba3
osoba3,221.157,221.263,0.106,osoba3
osoba3,242.39,242.694,0.304,osoba3
osoba3,244.346,244.549,0.203,osoba3
osoba3,254.52,254.844,0.324,osoba3
osoba3,256.475,256.813,0.338,osoba3
osoba3,262.866,263.858,0.992,osoba3
osoba3,304.367,306.636,2.269,osoba3
osoba3,316.725,318.109,1.384,osoba3
osoba3,326.185,327.012,0.827,osoba3
osoba3,333.107,333.336,0.229,osoba3
osoba3,341.82,342.959,1.139,osoba3
osoba3,344.318,344.495,0.177,osoba3
osoba3,361.205,406.461,45.256,osoba3
osoba3,407.879,422.081,14.202,osoba3
osoba3,431.479,432.069,0.59,osoba3
osoba3,490.693,492.365,1.672,osoba3
osoba3,494.203,509.808,15.605,osoba3
osoba3,513.221,526.945,13.724,osoba3
osoba3,528.031,529.586,1.555,osoba3
osoba3,533.166,533.684,0.518,osoba3
osoba3,535.833,536.917,1.084,osoba3
osoba3,547.716,547.819,0.103,osoba3
osoba3,553.176,553.301,0.125,osoba3
osoba3,566.971,571.483,4.512,osoba3
osoba3,599.383,599.576,0.193,osoba3
osoba3,634.553,636.3,1.747,osoba3
osoba3,638.06,639.742,1.682,osoba3
osoba3,652.578,655.794,3.216,osoba3
osoba3,668.564,668.725,0.161,osoba3
osoba3,686.937,690.929,3.992,osoba3
osoba3,692.419,693.375,0.956,osoba3
osoba3,719.745,719.872,0.127,osoba3
osoba3,727.626,727.771,0.145,osoba3
osoba3,757.522,766.017,8.495,osoba3
osoba3,768.012,795.833,27.821,osoba3
osoba3,798.328,802.174,3.846,osoba3
osoba3,803.615,816.019,12.404,osoba3
osoba3,817.128,830.183,13.055,osoba3
osoba3,832.614,833.104,0.49,osoba3
osoba3,834.414,834.711,0.297,osoba3
osoba3,838.738,839.319,0.581,osoba3
osoba3,847.043,849.898,2.855,osoba3
osoba3,851.171,852.766,1.595,osoba3
osoba3,858.716,859.127,0.411,osoba3
osoba3,860.28,862.77,2.49,osoba3
osoba3,874.184,874.472,0.288,osoba3
osoba3,883.925,884.027,0.102,osoba3
osoba3,896.314,896.572,0.258,osoba3
osoba3,903.331,955.658,52.327,osoba3
osoba3,959.149,961.158,2.009,osoba3
osoba3,980.849,981.968,1.119,osoba3
osoba3,1016.048,1016.449,0.401,osoba3
osoba3,1018.293,1020.304,2.011,osoba3
osoba3,1027.438,1027.757,0.319,osoba3
osoba3,1041.053,1041.329,0.276,osoba3
osoba3,1058.808,1059.445,0.637,osoba3
osoba3,1138.497,1141.646,3.149,osoba3
osoba3,1143.286,1144.695,1.409,osoba3
osoba3,1145.926,1146.517,0.591,osoba3
osoba3,1148.243,1152.688,4.445,osoba3
osoba3,1156.086,1156.996,0.91,osoba3
osoba3,1158.939,1161.16,2.221,osoba3
osoba3,1163.803,1167.671,3.868,osoba3
osoba3,1168.924,1169.861,0.937,osoba3
osoba3,1172.732,1174.222,1.49,osoba3
osoba3,1180.227,1180.784,0.557,osoba3
osoba3,1198.373,1205.495,7.122,osoba3
osoba3,1211.136,1211.434,0.298,osoba3
osoba3,1226.896,1227.029,0.133,osoba3
osoba3,1247.362,1247.62,0.258,osoba3
osoba3,1254.796,1277.727,22.931,osoba3
osoba3,1279.088,1281.131,2.043,osoba3
osoba4,22.195,23.734,1.539,osoba4
osoba4,52.803,53.487,0.684,osoba4
osoba4,125.359,129.522,4.163,osoba4
osoba4,131.903,156.559,24.656,osoba4
osoba4,159.255,167.214,7.959,osoba4
osoba4,168.761,170.259,1.498,osoba4
osoba4,173.512,175.553,2.041,osoba4
osoba4,176.59,180.335,3.745,osoba4
osoba4,181.535,199.322,17.787,osoba4
osoba4,201.002,201.702,0.7,osoba4
osoba4,206.932,209.55,2.618,osoba4
osoba4,254.083,254.223,0.14,osoba4
osoba4,340.365,341.691,1.326,osoba4
osoba4,343.985,344.954,0.969,osoba4
osoba4,580.472,586.536,6.064,osoba4
osoba4,628.844,629.299,0.455,osoba4
osoba4,636.879,637.309,0.43,osoba4
osoba4,652.296,653.942,1.646,osoba4
osoba4,675.67,675.858,0.188,osoba4
osoba4,683.916,686.15,2.234,osoba4
osoba4,698.022,698.219,0.197,osoba4
osoba4,703.055,703.181,0.126,osoba4
osoba4,742.633,742.756,0.123,osoba4
osoba4,849.392,850.842,1.45,osoba4
osoba4,852.324,853.236,0.912,osoba4
osoba4,856.289,858.819,2.53,osoba4
osoba4,864.135,865.487,1.352,osoba4
osoba4,885.379,888.527,3.148,osoba4
