Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,38.609,39.195,0.586,osoba1
osoba1,117.73,128.036,10.306,osoba1
osoba1,163.236,166.316,3.08,osoba1
osoba1,247.401,262.956,15.555,osoba1
osoba1,265.542,266.163,0.621,osoba1
osoba1,267.605,273.708,6.103,osoba1
osoba1,274.749,279.145,4.396,osoba1
osoba1,280.817,282.481,1.664,osoba1
osoba1,287.015,294.227,7.212,osoba1
osoba1,295.585,299.517,3.932,osoba1
osoba1,461.109,461.431,0.322,osoba1
osoba1,542.035,542.292,0.257,osoba1
osoba1,545.69,546.456,0.766,osoba1
osoba1,583.217,583.771,0.554,osoba1
osoba1,641.886,669.738,27.852,osoba1
osoba1,677.731,678.118,0.387,osoba1
osoba1,682.288,684.195,1.907,osoba1
osoba1,696.991,698.339,1.348,osoba1
osoba1,707.388,707.967,0.579,osoba1
osoba1,725.391,740.089,14.698,osoba1
osoba2,29.206,30.909,1.703,osoba2
osoba2,34.91,39.294,4.384,osoba2
osoba2,49.49,53.542,4.052,osoba2
osoba2,65.435,67.409,1.974,osoba2
osoba2,69.164,73.499,4.335,osoba2
osoba2,84.997,94.191,9.194,osoba2
osoba2,107.211,108.049,0.838,osoba2
osoba2,115.927,116.137,0.21,osoba2
osoba2,129.614,143.943,14.329,osoba2
osoba2,166.739,167.937,1.198,osoba2
osoba2,178.38,184.458,6.078,osoba2
osoba2,208.329,214.122,5.793,osoba2
osoba2,215.414,220.015,4.601,osoba2
osoba2,230.929,231.066,0.137,osoba2
osoba2,239.201,241.633,2.432,osoba2
osoba2,283.262,285.748,2.486,osoba2
osoba2,303.579,314.788,11.209,osoba2
osoba2,318.758,319.238,0.48,osoba2
osoba2,322.078,323.271,1.193,osoba2
osoba2,330.55,330.805,0.255,osoba2
osoba2,341.948,342.303,0.355,osoba2
osoba2,356.337,356.448,0.111,osoba2
osoba2,360.794,368.87,8.076,osoba2
osoba2,371.386,377.495,6.109,osoba2
osoba2,379.108,380.296,1.188,osoba2
osoba2,381.975,385.064,3.089,osoba2
osoba2,391.244,391.673,0.429,osoba2
osoba2,393.397,400.285,6.888,osoba2
osoba2,409.663,410.19,0.527,osoba2
osoba2,411.884,422.39,10.506,osoba2
osoba2,423.554,426.756,3.202,osoba2
osoba2,432.487,434.211,1.724,osoba2
osoba2,435.919,465.405,29.486,osoba2
osoba2,472.034,472.782,0.748,osoba2
osoba2,498.961,499.32,0.359,osoba2
osoba2,510.879,518.097,7.218,osoba2
osoba2,530.192,530.606,0.414,osoba2
osoba2,542.41,570.473,28.063,osoba2
osoba2,577.104,577.907,0.803,osoba2
osoba2,582.248,587.988,5.74,osoba2
osoba2,589.183,592.8,3.617,osoba2
osoba2,596.793,600.816,4.023,osoba2
osoba2,608.636,609.023,0.387,osoba2
osoba2,614.597,615.422,0.825,osoba2
osoba2,626.9,628.039,1.139,osoba2
osoba2,629.269,636.971,7.702,osoba2
osoba2,670.261,682.762,12.501,osoba2
osoba2,694.732,710.521,15.789,osoba2
osoba2,739.9,743.757,3.857,osoba2
osoba2,744.84,758.454,13.614,osoba2
osoba2,763.926,770.626,6.7,osoba2
osoba2,773.54,774.106,0.566,osoba2
osoba2,786.672,787.316,0.644,osoba2
osoba2,805.824,806.445,0.621,osoba2
osoba2,810.683,814.364,3.681,osoba2
osoba2,817.075,818.434,1.359,osoba2
osoba2,821.373,830.863,9.49,osoba2
osoba2,837.399,841.376,3.977,osoba2
osoba2,846.517,851.32,4.803,osoba2
osoba2,852.563,861.697,9.134,osoba2
osoba2,903.484,906.478,2.994,osoba2
osoba2,909.394,909.742,0.348,osoba2
osoba2,911.234,911.497,0.263,osoba2
osoba2,919.934,920.13,0.196,osoba2
osoba3,31.068,35.059,3.991,osoba3
osoba3,40.567,43.776,3.209,osoba3
osoba3,55.819,57.372,1.553,osoba3
osoba3,58.603,59.185,0.582,osoba3
osoba3,61.461,62.843,1.382,osoba3
osoba3,63.936,64.177,0.241,osoba3
osoba3,73.423,74.609,1.186,osoba3
osoba3,77.077,77.221,0.144,osoba3
osoba3,78.527,82.94,4.413,osoba3
osoba3,93.496,93.66,0.164,osoba3
osoba3,94.723,116.344,21.621,osoba3
osoba3,117.539,118.477,0.938,osoba3
osoba3,120.049,120.373,0.324,osoba3
osoba3,122.393,122.906,0.513,osoba3
osoba3,126.749,128.643,1.894,osoba3
osoba3,159.81,160.626,0.816,osoba3
osoba3,168.04,168.229,0.189,osoba3
osoba3,170.562,175.797,5.235,osoba3
osoba3,176.805,178.398,1.593,osoba3
osoba3,183.146,183.491,0.345,osoba3
osoba3,185.102,192.026,6.924,osoba3
osoba3,223.29,225.433,2.143,osoba3
