Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,31.398,33.355,1.957,osoba1
osoba1,35.964,37.195,1.231,osoba1
osoba1,69.01,69.389,0.379,osoba1
osoba1,155.647,157.522,1.875,osoba1
osoba1,303.004,303.965,0.961,osoba1
osoba1,308.378,326.68,18.302,osoba1
osoba1,333.309,336.783,3.474,osoba1
osoba1,339.141,339.863,0.722,osoba1
osoba1,342.692,342.995,0.303,osoba1
osoba1,368.314,368.446,0.132,osoba1
osoba1,390.277,392.239,1.962,osoba1
osoba1,403.667,410.175,6.508,osoba1
osoba1,449.657,453.481,3.824,osoba1
osoba1,455.912,456.85,0.938,osoba1
osoba1,457.882,457.985,0.103,osoba1
osoba1,464.612,465.227,0.615,osoba1
osoba1,511.399,512.05,0.651,osoba1
osoba1,527.231,530.279,3.048,osoba1
osoba1,533.003,533.255,0.252,osoba1
osoba1,538.8,539.326,0.526,osoba1
osoba1,608.618,609.33,0.712,osoba1
osoba1,612.969,619.688,6.719,osoba1
osoba1,644.72,645.235,0.515,osoba1
osoba1,676.183,676.399,0.216,osoba1
osoba1,685.829,686.04,0.211,osoba1
osoba1,780.911,782.246,1.335,osoba1
osoba1,784.94,785.788,0.848,osoba1
osoba1,814.021,814.265,0.244,osoba1
osoba1,822.374,823.201,0.827,osoba1
osoba1,888.545,888.932,0.387,osoba1
osoba2,31.765,32.036,0.271,osoba2
osoba2,38.972,42.505,3.533,osoba2
osoba2,46.331,47.573,1.242,osoba2
osoba2,53.691,54.841,1.15,osoba2
osoba2,56.409,60.441,4.032,osoba2
osoba2,66.085,68.444,2.359,osoba2
osoba2,69.643,69.807,0.164,osoba2
osoba2,72.56,72.76,0.2,osoba2
osoba2,76.31,78.463,2.153,osoba2
osoba2,97.386,109.516,12.13,osoba2
osoba2,110.719,124.485,13.766,osoba2
osoba2,133.088,134.892,1.804,osoba2
osoba2,141.59,141.873,0.283,osoba2
osoba2,156.121,156.656,0.535,osoba2
osoba2,158.452,159.341,0.889,osoba2
osoba2,173.689,174.248,0.559,osoba2
osoba2,208.241,211.341,3.1,osoba2
osoba2,233.163,234.487,1.324,osoba2
osoba2,362.359,378.626,16.267,osoba2
osoba2,380.578,389.479,8.901,osoba2
osoba2,430.609,432.679,2.07,osoba2
osoba2,442.328,443.463,1.135,osoba2
osoba2,508.368,509.225,0.857,osoba2
osoba2,511.661,511.77,0.109,osoba2
osoba2,514.843,517.551,2.708,osoba2
osoba2,519.31,522.351,3.041,osoba2
osoba2,528.793,532.311,3.518,osoba2
osoba2,537.621,539.016,1.395,osoba2
osoba2,667.133,668.256,1.123,osoba2
osoba2,719.43,720.728,1.298,osoba2
osoba2,745.821,760.453,14.632,osoba2
osoba2,768.381,768.941,0.56,osoba2
osoba2,814.315,814.529,0.214,osoba2
osoba2,815.835,819.456,3.621,osoba2
osoba2,823.809,824.309,0.5,osoba2
osoba2,825.42,825.57,0.15,osoba2
osoba3,27.481,29.657,2.176,osoba3
osoba3,34.217,36.292,2.075,osoba3
osoba3,44.955,53.036,8.081,osoba3
osoba3,55.036,55.632,0.596,osoba3
osoba3,60.195,65.301,5.106,osoba3
osoba3,69.132,74.035,4.903,osoba3
osoba3,75.29,76.625,1.335,osoba3
osoba3,78.917,85.078,6.161,osoba3
osoba3,87.394,88.983,1.589,osoba3
osoba3,94.349,94.505,0.156,osoba3
osoba3,95.645,96.675,1.03,osoba3
osoba3,125.328,154.563,29.235,osoba3
osoba3,157.369,159.369,2,osoba3
osoba3,161.059,161.188,0.129,osoba3
osoba3,163.071,205.589,42.518,osoba3
osoba3,206.64,207.207,0.567,osoba3
osoba3,211.423,221.668,10.245,osoba3
osoba3,224.704,225.55,0.846,osoba3
osoba3,238.167,238.529,0.362,osoba3
osoba3,239.543,244.223,4.68,osoba3
osoba3,249.647,249.868,0.221,osoba3
osoba3,254.644,255.475,0.831,osoba3
osoba3,260.003,260.33,0.327,osoba3
osoba3,263.037,263.955,0.918,osoba3
osoba3,265.277,270.03,4.753,osoba3
osoba3,271.195,276.082,4.887,osoba3
osoba3,281.064,285.096,4.032,osoba3
osoba3,287.141,287.437,0.296,osoba3
osoba3,292.753,293.01,0.257,osoba3
osoba3,295.44,295.795,0.355,osoba3
osoba3,297.04,302.74,5.7,osoba3
osoba3,304.577,307.816,3.239,osoba3
osoba3,322.906,323.282,0.376,osoba3
osoba3,328.137,328.524,0.387,osoba3
osoba3,329.811,331.571,1.76,osoba3
osoba3,337.591,342.03,4.439,osoba3
osoba3,343.514,363.573,20.059,osoba3
osoba3,372.499,372.873,0.374,osoba3
osoba3,379.187,380.986,1.799,osoba3
osoba3,389.934,390.389,0.455,osoba3
osoba3,393.06,396.145,3.085,osoba3
osoba3,398.928,402.76,3.832,osoba3
osoba3,411.318,418.731,7.413,osoba3
osoba3,421.398,423.892,2.494,osoba3
osoba3,426.132,426.241,0.109,osoba3
osoba3,431.411,431.648,0.237,osoba3
osoba3,433.257,441.843,8.586,osoba3
osoba3,443.753,446.586,2.833,osoba3
osoba3,448.481,450.132,1.651,osoba3
osoba3,454.047,456.702,2.655,osoba3
osoba3,458.122,461.921,3.799,osoba3
osoba3,465.661,493.199,27.538,osoba3
osoba3,494.682,498.898,4.216,osoba3
osoba3,500.97,505.068,4.098,osoba3
osoba3,533.902,537.542,3.64,osoba3
osoba3,539.947,541.471,1.524,osoba3
osoba3,542.698,543.239,0.541,osoba3
osoba3,544.306,545.659,1.353,osoba3
osoba3,547.018,556.141,9.123,osoba3
osoba3,557.901,571.261,13.36,osoba3
osoba3,573.746,575.769,2.023,osoba3
osoba3,578.02,588.981,10.961,osoba3
osoba3,590.007,590.844,0.837,osoba3
