Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,39.638,40.695,1.057,osoba1
osoba1,68.19,68.383,0.193,osoba1
osoba1,158.107,159.464,1.357,osoba1
osoba1,199.057,209.066,10.009,osoba1
osoba1,210.512,210.893,0.381,osoba1
osoba1,285.625,286.885,1.26,osoba1
osoba1,288.747,289.037,0.29,osoba1
osoba1,303.889,306.241,2.352,osoba1
osoba1,311.708,313.371,1.663,osoba1
osoba1,317.39,320.759,3.369,osoba1
osoba1,325.003,325.281,0.278,osoba1
osoba1,326.483,327.389,0.906,osoba1
osoba1,341.82,345.327,3.507,osoba1
osoba1,636.237,646.087,9.85,osoba1
osoba1,647.492,663.792,16.3,osoba1
osoba1,665.175,665.606,0.431,osoba1
osoba1,668.516,680.849,12.333,osoba1
osoba1,682.9,685.359,2.459,osoba1
osoba1,690.003,697.983,7.98,osoba1
osoba1,706.29,711.95,5.66,osoba1
osoba1,714.011,714.812,0.801,osoba1
osoba1,724.811,733.753,8.942,osoba1
osoba1,735.139,740.586,5.447,osoba1
osoba1,745.453,749.269,3.816,osoba1
osoba1,760.019,767.18,7.161,osoba1
osoba1,770.794,771.373,0.579,osoba1
osoba1,773.341,780.63,7.289,osoba1
osoba1,790.543,798.329,7.786,osoba1
osoba1,799.984,801.918,1.934,osoba1
osoba1,805.053,805.986,0.933,osoba1
osoba1,809.123,810.12,0.997,osoba1
osoba1,812.382,818.217,5.835,osoba1
osoba1,823.047,823.612,0.565,osoba1
osoba1,828.937,833.994,5.057,osoba1
osoba1,854.296,855.054,0.758,osoba1
osoba1,856.795,858.334,1.539,osoba1
osoba1,870.343,873.35,3.007,osoba1
osoba1,953.395,961.568,8.173,osoba1
osoba1,962.807,970.932,8.125,osoba1
osoba1,973.71,975.167,1.457,osoba1
osoba2,29.832,30.067,0.235,osoba2
osoba2,31.708,32.942,1.234,osoba2
osoba2,34.797,35.064,0.267,osoba2
osoba2,37.718,38.667,0.949,osoba2
osoba2,43.417,45.523,2.106,osoba2
osoba2,47.002,50.752,3.75,osoba2
osoba2,64.163,64.427,0.264,osoba2
osoba2,69.237,69.702,0.465,osoba2
osoba2,71.829,73.428,1.599,osoba2
osoba2,82.151,82.486,0.335,osoba2
