Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,30.465,34.967,4.502,osoba1
osoba1,43.278,44.968,1.69,osoba1
osoba1,49.84,50.089,0.249,osoba1
osoba1,78.706,80.324,1.618,osoba1
osoba1,126.822,129.551,2.729,osoba1
osoba1,133.027,134.185,1.158,osoba1
osoba1,137.737,145.834,8.097,osoba1
osoba1,207.271,216.779,9.508,osoba1
osoba1,221.48,221.963,0.483,osoba1
osoba1,223.081,226.445,3.364,osoba1
osoba1,229.276,229.802,0.526,osoba1
osoba1,304.703,307.355,2.652,osoba1
osoba1,308.4,311.559,3.159,osoba1
osoba1,344.463,355.714,11.251,osoba1
osoba1,454.115,458.706,4.591,osoba1
osoba1,463.39,468.12,4.73,osoba1
osoba1,469.477,474.72,5.243,osoba1
osoba1,489.833,495.518,5.685,osoba1
osoba1,522.224,524.996,2.772,osoba1
osoba1,526.76,529.507,2.747,osoba1
osoba1,775.896,782.228,6.332,osoba1
osoba1,814.223,816.492,2.269,osoba1
osoba1,820.081,836.811,16.73,osoba1
osoba1,842.274,846.04,3.766,osoba1
osoba1,850.779,861.255,10.476,osoba1
osoba1,863.616,865.94,2.324,osoba1
osoba1,871.22,871.347,0.127,osoba1
osoba1,872.945,875.357,2.412,osoba1
osoba1,885.032,885.162,0.13,osoba1
osoba1,886.443,890.513,4.07,osoba1
osoba1,924.284,924.565,0.281,osoba1
osoba2,39.086,39.435,0.349,osoba2
osoba2,40.853,42.251,1.398,osoba2
osoba2,161.002,165.404,4.402,osoba2
osoba2,166.639,169.775,3.136,osoba2
osoba2,174.817,175.382,0.565,osoba2
osoba2,233.198,253.932,20.734,osoba2
osoba2,293.144,304.03,10.886,osoba2
osoba2,320.317,321.139,0.822,osoba2
osoba2,324.406,325.956,1.55,osoba2
osoba2,334.7,341.355,6.655,osoba2
osoba2,460.87,463.826,2.956,osoba2
osoba2,476.241,476.406,0.165,osoba2
osoba2,616.858,627.6,10.742,osoba2
osoba2,628.631,652.08,23.449,osoba2
osoba2,659.486,684.317,24.831,osoba2
osoba2,686.165,687.967,1.802,osoba2
osoba2,693.203,720.505,27.302,osoba2
osoba2,726.78,729.331,2.551,osoba2
osoba2,736.056,744.372,8.316,osoba2
osoba2,745.507,746.875,1.368,osoba2
osoba2,748.39,750.308,1.918,osoba2
osoba2,754.086,767.775,13.689,osoba2
osoba2,769.213,771.032,1.819,osoba2
