Tier,Begin time [ss.ms],End time [ss.ms],Duration [ss.ms],content
osoba1,31.797,33.034,1.237,osoba1
osoba1,43.131,43.442,0.311,osoba1
osoba1,45.834,46.689,0.855,osoba1
osoba1,49.013,61.165,12.152,osoba1
osoba1,87.462,90.718,3.256,osoba1
osoba1,93.918,94.605,0.687,osoba1
osoba1,95.72,101.904,6.184,osoba1
osoba1,111.35,118.024,6.674,osoba1
osoba1,119.449,120.154,0.705,osoba1
osoba1,123.206,124.273,1.067,osoba1
osoba1,128.813,130.236,1.423,osoba1
osoba1,135.959,136.72,0.761,osoba1
osoba1,154.168,155.603,1.435,osoba1
osoba1,157.252,157.578,0.326,osoba1
osoba1,193.44,193.59,0.15,osoba1
osoba1,201.491,204.043,2.552,osoba1
osoba1,207.825,208.033,0.208,osoba1
osoba1,212.097,214.091,1.994,osoba1
osoba1,215.315,218.136,2.821,osoba1
osoba1,229.685,235.483,5.798,osoba1
osoba1,242.978,243.305,0.327,osoba1
osoba1,244.884,254.56,9.676,osoba1
osoba1,261.715,261.936,0.221,osoba1
osoba1,267.702,267.93,0.228,osoba1
osoba1,270.32,270.734,0.414,osoba1
osoba1,276.483,277.459,0.976,osoba1
osoba1,279.586,286.801,7.215,osoba1
osoba1,289.33,300.955,11.625,osoba1
osoba1,307.562,307.686,0.124,osoba1
osoba1,312.353,320.27,7.917,osoba1
osoba1,322.001,326.178,4.177,osoba1
osoba1,327.329,335.446,8.117,osoba1
osoba1,336.458,352.991,16.533,osoba1
osoba1,358.212,359.227,1.015,osoba1
osoba1,364.767,365.086,0.319,osoba1
osoba1,367.196,367.468,0.272,osoba1
osoba1,369.977,371.024,1.047,osoba1
osoba1,379.622,379.779,0.157,osoba1
osoba1,382.797,389.417,6.62,osoba1
osoba1,392.337,392.82,0.483,osoba1
osoba1,404.792,406.266,1.474,osoba1
osoba1,409.089,409.687,0.598,osoba1
osoba1,472.581,499.141,26.56,osoba1
osoba1,500.253,507.87,7.617,osoba1
osoba1,518.256,519.961,1.705,osoba1
osoba1,524.495,528.607,4.112,osoba1
osoba1,534.318,535.143,0.825,osoba1
osoba1,538.752,539.051,0.299,osoba1
osoba1,540.604,540.971,0.367,osoba1
osoba1,550.305,550.614,0.309,osoba1
osoba1,563.296,563.873,0.577,osoba1
osoba1,569.891,570.238,0.347,osoba1
osoba1,573.654,593.968,20.314,osoba1
osoba1,598.132,606.006,7.874,osoba1
osoba1,609.925,612.289,2.364,osoba1
osoba1,615.101,620.783,5.682,osoba1
osoba1,624.447,649.989,25.542,osoba1
osoba1,651.926,654.42,2.494,osoba1
osoba1,655.714,657.853,2.139,osoba1
osoba1,668.514,675.248,6.734,osoba1
osoba1,686.564,698.742,12.178,osoba1
osoba1,702.808,705.642,2.834,osoba1
osoba1,722.826,723.186,0.36,osoba1
osoba1,728.245,730.045,1.8,osoba1
osoba1,732.202,734.959,2.757,osoba1
osoba1,744.052,748.569,4.517,osoba1
osoba1,750.296,750.578,0.282,osoba1
osoba1,760.235,760.578,0.343,osoba1
osoba1,779.139,799.112,19.973,osoba1
osoba1,805.23,806.399,1.169,osoba1
osoba1,823.63,824.222,0.592,osoba1
osoba1,830.727,831.862,1.135,osoba1
osoba1,836.318,836.572,0.254,osoba1
osoba1,855.178,855.977,0.799,osoba1
osoba1,866.222,883.056,16.834,osoba1
osoba1,884.415,890.782,6.367,osoba1
osoba1,891.846,900.355,8.509,osoba1
osoba1,905.867,912.869,7.002,osoba1
osoba1,914.22,914.42,0.2,osoba1
osoba2,32.962,33.908,0.946,osoba2
osoba2,42.848,45.966,3.118,osoba2
osoba2,62.47,64.974,2.504,osoba2
osoba2,73.204,73.314,0.11,osoba2
osoba2,124.158,125.245,1.087,osoba2
osoba2,126.312,127.092,0.78,osoba2
osoba2,141.747,141.89,0.143,osoba2
osoba2,144.338,147.005,2.667,osoba2
osoba2,148.574,149.357,0.783,osoba2
osoba2,153.052,153.377,0.325,osoba2
osoba2,212.077,212.499,0.422,osoba2
osoba2,287.114,287.328,0.214,osoba2
osoba2,288.735,288.869,0.134,osoba2
osoba2,372.063,373.566,1.503,osoba2
osoba2,386.115,386.304,0.189,osoba2
osoba2,400.242,417.773,17.531,osoba2
osoba2,430.773,448.508,17.735,osoba2
osoba2,450.513,450.999,0.486,osoba2
osoba2,554.494,560.598,6.104,osoba2
osoba2,561.731,563.043,1.312,osoba2
osoba2,564.198,566.132,1.934,osoba2
osoba2,655.514,656.888,1.374,osoba2
osoba3_1,37.065,37.701,0.636,osoba3
osoba3_1,48.17,48.465,0.295,osoba3
osoba3_1,65.946,69.428,3.482,osoba3
osoba3_1,74.125,74.244,0.119,osoba3
osoba3_1,75.521,75.951,0.43,osoba3
osoba3_1,93.046,109.508,16.462,osoba3
osoba3_1,116.803,117.016,0.213,osoba3
osoba3_1,131.443,135.785,4.342,osoba3
osoba3_1,140.742,141.51,0.768,osoba3
